,gloomy,worsen,fragility,writedowns,benign,improvement,confident,successful,force,resilient,favourably,recovery,spiral,solid,costly,unable,threaten,stabilise,inability,suffer,challenge,hurt,unexpectedly,struggle,lose,burden,destabilise,positively,enable,discourage,jeopardise,drag,dent,improve,negative,positive,profits,rebound,pose,squeeze,favorable,stagnate,abrupt,contraction,stabilize,illiquid,fear,impairment,successfully,adverse,severely,adequately,deterioration,success,comfortable,erode,vulnerable,aggravate,deficit,stress,deteriorate,strain,question,able,repercussion,difficult,resilience,mitigate,downgrade,weakness,adversely,buoyant,unease,healthy,shortfall,turbulent,erosion,buoyancy,expose,undermine,recover,sound,bad,exacerbate,risky,enhance,closure,damage,danger
1980-01,0.0,0.00877470078270331,0.0,0.0,0.0,0.06142290547892317,0.01754940156540662,0.00877470078270331,0.00877470078270331,0.06142290547892317,0.0,0.00877470078270331,0.0,0.06142290547892317,0.00877470078270331,0.0,0.00877470078270331,0.0,0.00877470078270331,0.03509880313081324,0.0,0.026324102348109932,0.0,0.00877470078270331,0.01754940156540662,0.06142290547892317,0.0,0.00877470078270331,0.254466322698396,0.0,0.0,0.026324102348109932,0.01754940156540662,0.07019760626162648,0.0,0.06142290547892317,0.0,0.00877470078270331,0.01754940156540662,0.00877470078270331,0.0,0.0,0.0,0.00877470078270331,0.0,0.0,0.01754940156540662,0.0,0.01754940156540662,0.0,0.00877470078270331,0.0,0.00877470078270331,0.07019760626162648,0.0,0.01754940156540662,0.0,0.00877470078270331,0.01754940156540662,0.0,0.01754940156540662,0.00877470078270331,0.026324102348109932,0.20181811800217614,0.00877470078270331,0.01754940156540662,0.026324102348109932,0.00877470078270331,0.01754940156540662,0.00877470078270331,0.0,0.06142290547892317,0.00877470078270331,0.10529640939243973,0.00877470078270331,0.0,0.01754940156540662,0.0,0.01754940156540662,0.0,0.0,0.00877470078270331,0.00877470078270331,0.01754940156540662,0.00877470078270331,0.00877470078270331,0.026324102348109932,0.00877470078270331,0.0
1980-02,0.0,0.0,0.0,0.0,0.0,0.02370061384589861,0.011850306922949305,0.0,0.02370061384589861,0.011850306922949305,0.0,0.011850306922949305,0.0,0.011850306922949305,0.0,0.0,0.011850306922949305,0.0,0.0,0.0,0.011850306922949305,0.0,0.0,0.0,0.0,0.10665276230654375,0.0,0.0,0.2488564453819354,0.0,0.0,0.035550920768847916,0.0,0.02370061384589861,0.0,0.011850306922949305,0.0,0.0,0.011850306922949305,0.0,0.0,0.011850306922949305,0.0,0.0,0.0,0.0,0.011850306922949305,0.0,0.0,0.0,0.0,0.0,0.0,0.02370061384589861,0.011850306922949305,0.0,0.011850306922949305,0.0,0.0,0.0,0.0,0.0,0.0,0.18960491076718888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011850306922949305,0.0,0.035550920768847916,0.0,0.0,0.0,0.0,0.011850306922949305,0.0,0.0,0.0,0.011850306922949305,0.0,0.0,0.0,0.011850306922949305,0.0,0.011850306922949305
1980-03,0.0,0.0,0.0,0.2538071065989848,0.0,0.2538071065989848,0.2538071065989848,0.2538071065989848,0.0,0.2538071065989848,0.2538071065989848,0.0,0.2538071065989848,0.5076142131979696,0.0,0.0,0.0,0.0,0.2538071065989848,0.2538071065989848,0.0,0.0,0.0,0.2538071065989848,0.0,0.0,0.0,0.0,1.269035532994924,0.0,0.0,0.0,0.0,0.2538071065989848,0.0,0.2538071065989848,0.0,0.0,0.2538071065989848,0.0,0.2538071065989848,0.0,0.0,0.0,0.0,0.0,0.0,0.2538071065989848,0.0,0.0,0.0,0.2538071065989848,0.0,0.0,0.2538071065989848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2538071065989848,0.7614213197969544,0.0,0.0,0.0,0.0,0.7614213197969544,0.0,0.0,0.0,0.0,0.7614213197969544,0.5076142131979696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2538071065989848,0.0,0.0,0.0,0.0,0.0,0.0
1980-04,0.0,0.020116406941501488,0.0,0.006705468980500496,0.026821875922001984,0.20116406941501488,0.0,0.013410937961000992,0.013410937961000992,0.026821875922001984,0.026821875922001984,0.1475203175710109,0.0,0.020116406941501488,0.006705468980500496,0.0,0.006705468980500496,0.013410937961000992,0.0,0.013410937961000992,0.033527344902502476,0.0,0.0,0.006705468980500496,0.013410937961000992,0.09387656572700694,0.0,0.013410937961000992,0.1743421934930129,0.006705468980500496,0.0,0.0,0.006705468980500496,0.1944586004345144,0.026821875922001984,0.04693828286350347,0.006705468980500496,0.0,0.020116406941501488,0.0,0.026821875922001984,0.020116406941501488,0.0,0.020116406941501488,0.006705468980500496,0.0,0.0,0.006705468980500496,0.013410937961000992,0.020116406941501488,0.013410937961000992,0.013410937961000992,0.013410937961000992,0.04693828286350347,0.0,0.006705468980500496,0.0,0.0,0.12740391062950943,0.0,0.020116406941501488,0.033527344902502476,0.0,0.12069844164900892,0.013410937961000992,0.0,0.013410937961000992,0.0,0.013410937961000992,0.013410937961000992,0.013410937961000992,0.033527344902502476,0.0,0.10728750368800795,0.026821875922001984,0.0,0.006705468980500496,0.0,0.006705468980500496,0.0,0.0,0.020116406941501488,0.0,0.0,0.0,0.026821875922001984,0.020116406941501488,0.0,0.05364375184400397
1980-05,0.0,0.0,0.0,0.0,0.0,0.04815888579601823,0.0,0.0,0.01926355431840729,0.01926355431840729,0.0,0.038527108636814585,0.0,0.01926355431840729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08668599443283281,0.0,0.0,0.15410843454725834,0.009631777159203646,0.0,0.01926355431840729,0.0,0.04815888579601823,0.0,0.01926355431840729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07705421727362917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15410843454725834,0.0,0.0,0.038527108636814585,0.0,0.0,0.0,0.0,0.01926355431840729,0.0,0.028895331477610933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01926355431840729,0.0,0.0,0.0,0.0,0.028895331477610937,0.0,0.0
1980-06,0.05981576743629621,0.23926306974518483,0.05981576743629621,0.0,0.0,1.1963153487259242,0.05981576743629621,0.41871037205407335,3.8282091159229577,0.41871037205407347,0.0,0.2990788371814811,0.05981576743629621,0.5383419069266658,0.05981576743629621,0.41871037205407347,1.435578418471109,0.1196315348725924,0.05981576743629621,0.4785261394903697,0.5981576743629621,0.17944730230888864,0.11963153487259243,0.6579734417992583,0.3588946046177772,0.598157674362962,0.05981576743629621,0.11963153487259243,2.811341069505922,0.17944730230888864,0.17944730230888864,0.6579734417992583,0.23926306974518485,1.4355784184711091,0.0,0.3588946046177772,0.0,0.0,0.4785261394903697,0.0,0.0,0.11963153487259243,0.17944730230888864,0.05981576743629621,0.1196315348725924,0.0,0.5981576743629621,0.0,0.41871037205407347,0.1794473023088886,0.1794473023088886,0.1794473023088886,0.05981576743629621,0.5383419069266658,0.05981576743629621,0.17944730230888864,0.05981576743629621,0.11963153487259243,0.3588946046177772,0.0,0.05981576743629621,0.299078837181481,0.3588946046177772,1.7944730230888861,0.41871037205407347,0.47852613949036965,0.3588946046177772,0.0,0.1196315348725924,0.11963153487259243,0.05981576743629621,0.41871037205407347,0.3588946046177772,1.6748414882162939,0.11963153487259243,0.0,0.11963153487259243,0.2990788371814811,0.3588946046177772,0.11963153487259243,0.1196315348725924,0.0,0.05981576743629621,0.17944730230888864,0.0,0.5981576743629622,0.05981576743629621,0.17944730230888864,0.8374207441081469
1980-07,0.0,0.0,0.0,0.016956912485374658,0.008478456242687329,0.03391382497074933,0.016956912485374658,0.0,0.0,0.025435368728062,0.008478456242687329,0.025435368728062,0.0,0.025435368728062,0.0,0.0,0.0,0.0,0.0,0.0,0.016956912485374658,0.008478456242687329,0.0,0.0,0.008478456242687329,0.09326301866956066,0.0,0.0,0.1610906686110593,0.0,0.0,0.0,0.008478456242687329,0.04239228121343666,0.0,0.03391382497074933,0.0,0.0,0.0,0.0,0.008478456242687329,0.0,0.0,0.0,0.0,0.0,0.03391382497074933,0.016956912485374658,0.008478456242687329,0.0,0.0,0.0,0.0,0.059349193698811316,0.0,0.0,0.0,0.008478456242687329,0.008478456242687329,0.0,0.0,0.008478456242687329,0.025435368728062,0.14413375612568466,0.0,0.0,0.033913824970749316,0.0,0.016956912485374658,0.0,0.008478456242687329,0.03391382497074933,0.03391382497074933,0.04239228121343666,0.025435368728061986,0.0,0.0,0.0,0.008478456242687329,0.0,0.0,0.016956912485374658,0.0,0.016956912485374658,0.0,0.016956912485374658,0.033913824970749316,0.0,0.025435368728061986
1980-08,0.0,0.0,0.0,0.032681340588590936,0.016340670294295468,0.032681340588590936,0.04902201088288641,0.0,0.04902201088288641,0.016340670294295468,0.016340670294295468,0.04902201088288641,0.0,0.016340670294295468,0.016340670294295468,0.032681340588590936,0.032681340588590936,0.0,0.016340670294295468,0.0,0.032681340588590936,0.016340670294295468,0.0,0.04902201088288641,0.016340670294295468,0.08170335147147736,0.0,0.04902201088288641,0.19608804353154566,0.0,0.0,0.06536268117718189,0.0,0.016340670294295468,0.016340670294295468,0.032681340588590936,0.0,0.0,0.04902201088288641,0.0,0.016340670294295468,0.016340670294295468,0.0,0.0,0.0,0.0,0.032681340588590936,0.032681340588590936,0.0,0.0,0.0,0.0,0.0,0.04902201088288641,0.0,0.0,0.0,0.0,0.0,0.0,0.016340670294295468,0.032681340588590936,0.032681340588590936,0.13072536235436377,0.0,0.016340670294295468,0.04902201088288641,0.0,0.032681340588590936,0.016340670294295468,0.0,0.032681340588590936,0.016340670294295468,0.09804402176577282,0.04902201088288641,0.0,0.0,0.016340670294295468,0.0,0.0,0.0,0.032681340588590936,0.032681340588590936,0.0,0.0,0.0,0.0,0.016340670294295468,0.032681340588590936
1980-09,0.0,0.0,0.0,0.03337081988767382,0.0,0.06006747579781288,0.0,0.0033370819887673818,0.01668540994383691,0.0367079018764412,0.0,0.040044983865208585,0.0,0.0367079018764412,0.0,0.0066741639775347635,0.006674163977534764,0.0,0.0,0.0,0.013348327955069527,0.010011245966302146,0.0,0.0033370819887673818,0.0066741639775347635,0.12013495159562576,0.0,0.0,0.20022491932604292,0.0,0.0,0.0,0.006674163977534764,0.06340455778658026,0.0033370819887673818,0.0367079018764412,0.0066741639775347635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033370819887673818,0.03337081988767382,0.0,0.0,0.0,0.0,0.0,0.06674163977534764,0.0033370819887673818,0.0,0.0033370819887673818,0.0,0.0033370819887673818,0.0,0.0,0.0,0.0033370819887673818,0.19355075534850816,0.0033370819887673818,0.0,0.03337081988767382,0.0,0.0033370819887673818,0.0,0.0,0.0367079018764412,0.0033370819887673818,0.04004498386520858,0.03337081988767382,0.0,0.0,0.0,0.0,0.0,0.0,0.02002249193260429,0.0033370819887673818,0.0,0.0,0.010011245966302146,0.026696655910139054,0.0066741639775347635,0.01668540994383691
1980-10,0.0,0.0,0.0,0.02924617971777436,0.0,0.02924617971777436,0.0,0.0,0.01462308985888718,0.02924617971777436,0.0,0.02924617971777436,0.0,0.02924617971777436,0.0,0.0,0.0,0.0,0.0,0.0,0.02924617971777436,0.0,0.0,0.0,0.02924617971777436,0.2193463478833077,0.0,0.0,0.24859252760108214,0.0,0.0,0.01462308985888718,0.0,0.02924617971777436,0.0,0.02924617971777436,0.01462308985888718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02924617971777436,0.0,0.0,0.0,0.0,0.0,0.01462308985888718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16085398844775903,0.0,0.0,0.0,0.01462308985888718,0.02924617971777436,0.0,0.0,0.02924617971777436,0.0,0.04386926957666154,0.02924617971777436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01462308985888718,0.0,0.0,0.0,0.01462308985888718,0.0,0.01462308985888718
1980-11,0.0,0.0,0.0,0.022271714922049,0.0,0.0,0.0,0.022271714922049,0.133630289532294,0.044543429844098,0.0,0.0,0.0,0.044543429844098,0.0,0.0,0.066815144766147,0.0,0.0,0.0,0.022271714922049,0.0,0.0,0.0,0.022271714922049,0.044543429844098,0.0,0.0,0.20044543429844097,0.022271714922049,0.0,0.044543429844098,0.0,0.0,0.0,0.022271714922049,0.0,0.0,0.0,0.0,0.022271714922049,0.0,0.0,0.0,0.0,0.0,0.044543429844098,0.022271714922049,0.022271714922049,0.0,0.0,0.0,0.0,0.044543429844098,0.022271714922049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022271714922049,0.17817371937639198,0.0,0.0,0.022271714922049,0.022271714922049,0.0,0.0,0.0,0.022271714922049,0.022271714922049,0.044543429844098,0.022271714922049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1980-12,0.0,0.0036619707994448455,0.0,0.018309853997224228,0.0,0.054929561991672676,0.010985912398334536,0.0036619707994448455,0.043943649593338144,0.02563379559611392,0.0,0.029295766395558764,0.0,0.02563379559611392,0.007323941598889691,0.007323941598889691,0.02563379559611392,0.0036619707994448455,0.0036619707994448455,0.010985912398334536,0.036619707994448455,0.021971824796669072,0.0,0.0,0.007323941598889691,0.0805633575877866,0.0036619707994448455,0.0,0.2233802187661356,0.0036619707994448455,0.0036619707994448455,0.007323941598889691,0.010985912398334536,0.062253503590562365,0.007323941598889691,0.02563379559611392,0.007323941598889691,0.0,0.014647883197779382,0.0,0.0,0.0036619707994448455,0.0,0.018309853997224228,0.0,0.007323941598889691,0.0036619707994448455,0.018309853997224228,0.0,0.0036619707994448455,0.0,0.0,0.021971824796669072,0.05126759119222783,0.0,0.007323941598889691,0.0036619707994448455,0.014647883197779382,0.014647883197779382,0.007323941598889691,0.0036619707994448455,0.0,0.0,0.1830985399722423,0.0,0.0,0.025633795596113916,0.0,0.0036619707994448455,0.014647883197779382,0.0036619707994448455,0.02563379559611392,0.0,0.05126759119222784,0.018309853997224228,0.0,0.0036619707994448455,0.0036619707994448455,0.021971824796669072,0.0036619707994448455,0.0,0.010985912398334536,0.0036619707994448455,0.018309853997224228,0.0,0.007323941598889691,0.032957737195003604,0.007323941598889691,0.025633795596113916
