,recall,precision,fscore,tp,fp,fn
albania,0.76,0.7037037037037037,0.7480314960629921,19.0,8.0,6.0
algeria,0.5714285714285714,0.19047619047619047,0.40816326530612246,4.0,17.0,3.0
angola,0.3333333333333333,0.09523809523809523,0.2222222222222222,2.0,19.0,4.0
argentina,0.875,0.8571428571428571,0.8713692946058091,42.0,7.0,6.0
armenia,0.30434782608695654,0.7777777777777778,0.3465346534653465,7.0,2.0,16.0
azerbaijan,0.2222222222222222,0.3333333333333333,0.23809523809523808,2.0,4.0,7.0
belarus,0.0,0.0,0.0,0.0,4.0,2.0
bosnia-herzegovina,0.631578947368421,1.0,0.6818181818181818,12.0,0.0,7.0
brazil,0.9523809523809523,0.6060606060606061,0.8547008547008547,20.0,13.0,1.0
bulgaria,0.6153846153846154,0.47058823529411764,0.5797101449275363,8.0,9.0,5.0
chile,0.7272727272727273,0.2962962962962963,0.5633802816901409,8.0,19.0,3.0
china,0.0,0.0,0.0,0.0,17.0,2.0
colombia,0.9428571428571428,0.825,0.9166666666666666,33.0,7.0,2.0
costa-rica,0.6666666666666666,0.45454545454545453,0.6097560975609756,10.0,12.0,5.0
croatia,0.4,0.4444444444444444,0.40816326530612246,4.0,5.0,6.0
dominican-republic,0.3125,1.0,0.36231884057971014,5.0,0.0,11.0
ecuador,0.6,0.391304347826087,0.5421686746987951,9.0,14.0,6.0
egypt,0.8888888888888888,0.6153846153846154,0.8163265306122449,24.0,15.0,3.0
el-salvador,0.07692307692307693,1.0,0.09433962264150944,1.0,0.0,12.0
georgia,0.4838709677419355,0.5,0.487012987012987,15.0,15.0,16.0
guatemala,0.6363636363636364,0.3888888888888889,0.5645161290322581,7.0,11.0,4.0
hungary,0.8947368421052632,0.5483870967741935,0.794392523364486,17.0,14.0,2.0
india,0.75,0.20689655172413793,0.4918032786885246,6.0,23.0,2.0
indonesia,0.6666666666666666,0.2222222222222222,0.47619047619047616,4.0,14.0,2.0
jamaica,0.75,0.8461538461538461,0.7674418604651163,33.0,6.0,11.0
jordan,0.7647058823529411,0.7428571428571429,0.7602339181286549,26.0,9.0,8.0
kazakhstan,0.4,0.4,0.4,4.0,6.0,6.0
latvia,0.6666666666666666,0.5882352941176471,0.6493506493506493,10.0,7.0,5.0
lithuania,0.5555555555555556,0.38461538461538464,0.5102040816326531,5.0,8.0,4.0
macedonia,0.7333333333333333,0.9166666666666666,0.7638888888888888,11.0,1.0,4.0
mauritius,0.4,0.07407407407407407,0.2127659574468085,2.0,25.0,3.0
mexico,0.7297297297297297,0.8181818181818182,0.7458563535911602,27.0,6.0,10.0
morocco,0.7307692307692307,0.6333333333333333,0.7089552238805971,19.0,11.0,7.0
pakistan,0.7105263157894737,0.7714285714285715,0.7219251336898396,27.0,8.0,11.0
panama,0.7894736842105263,0.6521739130434783,0.7575757575757576,15.0,8.0,4.0
paraguay,0.7142857142857143,0.38461538461538464,0.6097560975609756,5.0,8.0,2.0
peru,0.8108108108108109,0.75,0.7978723404255319,30.0,10.0,7.0
philippines,0.8076923076923077,0.5526315789473685,0.7394366197183099,21.0,17.0,5.0
poland,0.5238095238095238,0.5238095238095238,0.5238095238095238,11.0,10.0,10.0
romania,0.6764705882352942,0.7931034482758621,0.696969696969697,23.0,6.0,11.0
russia,0.5555555555555556,0.23809523809523808,0.43859649122807015,5.0,16.0,4.0
serbia,0.3076923076923077,0.36363636363636365,0.31746031746031744,4.0,7.0,9.0
south-africa,1.0,0.03571428571428571,0.15625,1.0,27.0,0.0
sri-lanka,0.8918918918918919,0.8048780487804879,0.873015873015873,33.0,8.0,4.0
thailand,0.8181818181818182,0.34615384615384615,0.6428571428571429,9.0,17.0,2.0
tunisia,0.75,0.5172413793103449,0.6880733944954128,15.0,14.0,5.0
turkey,0.6190476190476191,0.48148148148148145,0.5855855855855856,13.0,14.0,8.0
ukraine,0.72,0.9,0.75,18.0,2.0,7.0
uruguay,0.5357142857142857,0.7894736842105263,0.5725190839694656,15.0,4.0,13.0
venezuela,0.2,0.09090909090909091,0.16129032258064516,1.0,10.0,4.0
vietnam,0.7692307692307693,0.4,0.6493506493506493,10.0,15.0,3.0
aggregate,0.6848739495798319,0.5520745131244708,0.6534375626378032,652.0,529.0,300.0
