,recall,precision,fscore,tp,fp,fn
albania,0.875,0.3684210526315789,0.6862745098039216,7.0,12.0,1.0
algeria,1.0,0.13043478260869565,0.42857142857142855,3.0,20.0,0.0
angola,1.0,0.08,0.30303030303030304,2.0,23.0,0.0
argentina,0.7,0.56,0.6666666666666666,14.0,11.0,6.0
armenia,0.5,0.5,0.5,3.0,3.0,3.0
azerbaijan,0.5,0.14285714285714285,0.3333333333333333,1.0,6.0,1.0
belarus,0.0,0.0,0.0,0.0,10.0,2.0
bosnia-herzegovina,0.8888888888888888,0.6666666666666666,0.8333333333333334,8.0,4.0,1.0
brazil,0.75,0.46153846153846156,0.6666666666666666,12.0,14.0,4.0
bulgaria,0.7142857142857143,0.3125,0.5681818181818182,5.0,11.0,2.0
chile,0.5,0.2222222222222222,0.4,6.0,21.0,6.0
china,0.0,0.0,0.0,0.0,14.0,2.0
colombia,0.5333333333333333,0.2857142857142857,0.45454545454545453,8.0,20.0,7.0
costa-rica,0.4444444444444444,0.18181818181818182,0.3448275862068966,4.0,18.0,5.0
croatia,1.0,0.2631578947368421,0.6410256410256411,5.0,14.0,0.0
dominican-republic,0.3333333333333333,0.5,0.35714285714285715,2.0,2.0,4.0
ecuador,0.6428571428571429,0.45,0.5921052631578947,9.0,11.0,5.0
egypt,0.7,0.21875,0.4861111111111111,7.0,25.0,3.0
el-salvador,0.3076923076923077,0.36363636363636365,0.31746031746031744,4.0,7.0,9.0
georgia,0.75,0.3,0.5769230769230769,9.0,21.0,3.0
guatemala,0.6,0.3,0.5,6.0,14.0,4.0
hungary,1.0,0.4166666666666667,0.78125,10.0,14.0,0.0
india,0.25,0.034482758620689655,0.1111111111111111,1.0,28.0,3.0
indonesia,0.0,0.0,0.0,0.0,24.0,4.0
jamaica,0.5,0.3333333333333333,0.45454545454545453,6.0,12.0,6.0
jordan,0.7857142857142857,0.4782608695652174,0.6962025316455697,11.0,12.0,3.0
kazakhstan,1.0,0.1875,0.5357142857142857,3.0,13.0,0.0
latvia,0.8333333333333334,0.3333333333333333,0.6410256410256411,5.0,10.0,1.0
lithuania,0.6666666666666666,0.125,0.35714285714285715,2.0,14.0,1.0
macedonia,0.8571428571428571,0.75,0.8333333333333334,6.0,2.0,1.0
mauritius,0.3333333333333333,0.037037037037037035,0.1282051282051282,1.0,26.0,2.0
mexico,0.8333333333333334,0.6896551724137931,0.8,20.0,9.0,4.0
morocco,0.7142857142857143,0.3333333333333333,0.5813953488372093,10.0,20.0,4.0
pakistan,0.5555555555555556,0.43478260869565216,0.5263157894736842,10.0,13.0,8.0
panama,0.36363636363636365,0.2222222222222222,0.3225806451612903,4.0,14.0,7.0
paraguay,0.3333333333333333,0.1111111111111111,0.23809523809523808,2.0,16.0,4.0
peru,0.5333333333333333,0.4,0.5,8.0,12.0,7.0
philippines,0.6875,0.4074074074074074,0.6043956043956044,11.0,16.0,5.0
poland,0.6666666666666666,0.3,0.5357142857142857,6.0,14.0,3.0
romania,0.6363636363636364,0.5,0.603448275862069,7.0,7.0,4.0
russia,0.8,0.17391304347826086,0.46511627906976744,4.0,19.0,1.0
serbia,0.5,0.1111111111111111,0.29411764705882354,1.0,8.0,1.0
south-africa,0.4,0.06896551724137931,0.20408163265306123,2.0,27.0,3.0
sri-lanka,0.8,0.6153846153846154,0.7547169811320755,16.0,10.0,4.0
thailand,0.8333333333333334,0.21739130434782608,0.5319148936170213,5.0,18.0,1.0
tunisia,0.6,0.0967741935483871,0.29411764705882354,3.0,28.0,2.0
turkey,0.3333333333333333,0.125,0.25,3.0,21.0,6.0
ukraine,0.7857142857142857,0.7333333333333333,0.7746478873239436,11.0,4.0,3.0
uruguay,0.5625,0.6,0.569620253164557,9.0,6.0,7.0
venezuela,0.5,0.08,0.24390243902439024,2.0,23.0,2.0
vietnam,0.8,0.12121212121212122,0.37735849056603776,4.0,29.0,1.0
aggregate,0.6422413793103449,0.28435114503816794,0.5130853994490359,298.0,750.0,166.0
