,recall,precision,fscore,tp,fp,fn
australia,1.0,0.0967741935483871,0.3488372093023256,3.0,28.0,0.0
austria,1.0,0.037037037037037035,0.16129032258064516,1.0,26.0,0.0
belgium,1.0,0.13793103448275862,0.4444444444444444,4.0,25.0,0.0
canada,1.0,0.08571428571428572,0.3191489361702128,3.0,32.0,0.0
denmark,1.0,0.25,0.625,9.0,27.0,0.0
finland,1.0,0.11538461538461539,0.39473684210526316,3.0,23.0,0.0
france,1.0,0.27586206896551724,0.6557377049180327,8.0,21.0,0.0
germany,0.75,0.15,0.4166666666666667,3.0,17.0,1.0
greece,1.0,0.08695652173913043,0.3225806451612903,2.0,21.0,0.0
iceland,1.0,0.03225806451612903,0.14285714285714285,1.0,30.0,0.0
ireland,1.0,0.17647058823529413,0.5172413793103449,6.0,28.0,0.0
italy,0.5,0.05,0.17857142857142858,1.0,19.0,1.0
japan,0.8333333333333334,0.23809523809523808,0.5555555555555556,5.0,16.0,1.0
luxembourg,1.0,0.21875,0.5833333333333334,7.0,25.0,0.0
netherlands,1.0,0.3076923076923077,0.6896551724137931,8.0,18.0,0.0
new-zealand,1.0,0.26666666666666666,0.6451612903225806,8.0,22.0,0.0
norway,1.0,0.14285714285714285,0.45454545454545453,4.0,24.0,0.0
portugal,1.0,0.09090909090909091,0.3333333333333333,2.0,20.0,0.0
spain,1.0,0.17391304347826086,0.5128205128205128,4.0,19.0,0.0
sweden,1.0,0.2916666666666667,0.6730769230769231,7.0,17.0,0.0
switzerland,1.0,0.27586206896551724,0.6557377049180327,8.0,21.0,0.0
turkey,0.5,0.043478260869565216,0.16129032258064516,1.0,22.0,1.0
united-kingdom,1.0,0.19047619047619047,0.5405405405405406,4.0,17.0,0.0
united-states,0.75,0.42857142857142855,0.6521739130434783,6.0,8.0,2.0
aggregate,0.9473684210526315,0.17034700315457413,0.4954128440366973,108.0,526.0,6.0
