,recall,precision,fscore,tp,fp,fn
australia,1.0,0.10344827586206896,0.36585365853658536,3.0,26.0,0.0
austria,1.0,0.03571428571428571,0.15625,1.0,27.0,0.0
belgium,1.0,0.14285714285714285,0.45454545454545453,4.0,24.0,0.0
canada,1.0,0.08108108108108109,0.30612244897959184,3.0,34.0,0.0
denmark,1.0,0.24324324324324326,0.6164383561643836,9.0,28.0,0.0
finland,1.0,0.13636363636363635,0.4411764705882353,3.0,19.0,0.0
france,1.0,0.2962962962962963,0.6779661016949152,8.0,19.0,0.0
germany,0.75,0.15,0.4166666666666667,3.0,17.0,1.0
greece,1.0,0.05263157894736842,0.21739130434782608,1.0,18.0,0.0
iceland,0.0,0.0,0.0,0.0,26.0,1.0
ireland,1.0,0.2,0.5555555555555556,7.0,28.0,0.0
italy,0.5,0.045454545454545456,0.16666666666666666,1.0,21.0,1.0
japan,0.75,0.15,0.4166666666666667,3.0,17.0,1.0
luxembourg,1.0,0.24,0.6122448979591837,6.0,19.0,0.0
netherlands,1.0,0.2608695652173913,0.6382978723404256,6.0,17.0,0.0
new-zealand,1.0,0.2,0.5555555555555556,5.0,20.0,0.0
norway,1.0,0.19230769230769232,0.5434782608695652,5.0,21.0,0.0
portugal,1.0,0.05,0.20833333333333334,1.0,19.0,0.0
spain,1.0,0.13636363636363635,0.4411764705882353,3.0,19.0,0.0
sweden,1.0,0.28,0.660377358490566,7.0,18.0,0.0
switzerland,1.0,0.2916666666666667,0.6730769230769231,7.0,17.0,0.0
turkey,1.0,0.1,0.35714285714285715,2.0,18.0,0.0
united-kingdom,1.0,0.19047619047619047,0.5405405405405406,4.0,17.0,0.0
united-states,0.9166666666666666,0.6470588235294118,0.8461538461538461,11.0,6.0,1.0
aggregate,0.9537037037037037,0.17224080267558528,0.5,103.0,495.0,5.0
