,recall,precision,fscore,tp,fp,fn
australia,1.0,0.09375,0.3409090909090909,3.0,29.0,0.0
austria,1.0,0.03571428571428571,0.15625,1.0,27.0,0.0
belgium,1.0,0.19230769230769232,0.5434782608695652,5.0,21.0,0.0
canada,1.0,0.07142857142857142,0.2777777777777778,3.0,39.0,0.0
denmark,1.0,0.21052631578947367,0.5714285714285714,8.0,30.0,0.0
finland,1.0,0.125,0.4166666666666667,3.0,21.0,0.0
france,1.0,0.2857142857142857,0.6666666666666666,8.0,20.0,0.0
germany,0.75,0.15,0.4166666666666667,3.0,17.0,1.0
greece,1.0,0.05555555555555555,0.22727272727272727,1.0,17.0,0.0
iceland,0.0,0.0,0.0,0.0,29.0,1.0
ireland,1.0,0.1794871794871795,0.5223880597014925,7.0,32.0,0.0
italy,0.5,0.05,0.17857142857142858,1.0,19.0,1.0
japan,0.8,0.18181818181818182,0.47619047619047616,4.0,18.0,1.0
luxembourg,1.0,0.23076923076923078,0.6,6.0,20.0,0.0
netherlands,1.0,0.2608695652173913,0.6382978723404256,6.0,17.0,0.0
new-zealand,1.0,0.25,0.625,7.0,21.0,0.0
norway,1.0,0.25,0.625,7.0,21.0,0.0
portugal,1.0,0.047619047619047616,0.2,1.0,20.0,0.0
spain,1.0,0.13043478260869565,0.42857142857142855,3.0,20.0,0.0
sweden,1.0,0.2692307692307692,0.6481481481481481,7.0,19.0,0.0
switzerland,1.0,0.36,0.7377049180327869,9.0,16.0,0.0
turkey,1.0,0.1111111111111111,0.38461538461538464,2.0,16.0,0.0
united-kingdom,1.0,0.20833333333333334,0.5681818181818182,5.0,19.0,0.0
united-states,0.9,0.5,0.7758620689655172,9.0,9.0,1.0
aggregate,0.956140350877193,0.17412140575079874,0.5036968576709797,109.0,517.0,5.0
