,recall,precision,fscore,tp,fp,fn
australia,1.0,0.16666666666666666,0.5,5.0,25.0,0.0
austria,1.0,0.041666666666666664,0.17857142857142858,1.0,23.0,0.0
belgium,1.0,0.16,0.4878048780487805,4.0,21.0,0.0
canada,1.0,0.09090909090909091,0.3333333333333333,3.0,30.0,0.0
denmark,1.0,0.23529411764705882,0.6060606060606061,8.0,26.0,0.0
finland,1.0,0.10344827586206896,0.36585365853658536,3.0,26.0,0.0
france,1.0,0.3076923076923077,0.6896551724137931,8.0,18.0,0.0
germany,0.75,0.14285714285714285,0.40540540540540543,3.0,18.0,1.0
greece,1.0,0.06666666666666667,0.2631578947368421,1.0,14.0,0.0
iceland,1.0,0.08823529411764706,0.32608695652173914,3.0,31.0,0.0
ireland,1.0,0.24242424242424243,0.6153846153846154,8.0,25.0,0.0
italy,1.0,0.10526315789473684,0.37037037037037035,2.0,17.0,0.0
japan,0.75,0.15789473684210525,0.42857142857142855,3.0,16.0,1.0
luxembourg,1.0,0.125,0.4166666666666667,3.0,21.0,0.0
netherlands,1.0,0.23076923076923078,0.6,6.0,20.0,0.0
new-zealand,1.0,0.25806451612903225,0.6349206349206349,8.0,23.0,0.0
norway,1.0,0.17857142857142858,0.5208333333333334,5.0,23.0,0.0
portugal,1.0,0.05,0.20833333333333334,1.0,19.0,0.0
spain,1.0,0.17391304347826086,0.5128205128205128,4.0,19.0,0.0
sweden,1.0,0.21428571428571427,0.5769230769230769,6.0,22.0,0.0
switzerland,1.0,0.25,0.625,6.0,18.0,0.0
turkey,1.0,0.07692307692307693,0.29411764705882354,2.0,24.0,0.0
united-kingdom,1.0,0.22727272727272727,0.5952380952380952,5.0,17.0,0.0
united-states,0.625,0.35714285714285715,0.5434782608695652,5.0,9.0,3.0
aggregate,0.9537037037037037,0.16940789473684212,0.4951923076923077,103.0,505.0,5.0
