,recall,precision,fscore,tp,fp,fn
albania,1.0,0.17647058823529413,0.5172413793103449,3.0,14.0,0.0
algeria,0.0,0.0,0.0,0.0,20.0,1.0
angola,0.5,0.05,0.17857142857142858,1.0,19.0,1.0
argentina,1.0,0.14285714285714285,0.45454545454545453,4.0,24.0,0.0
armenia,0.0,0.0,0.0,0.0,5.0,1.0
azerbaijan,0.0,0.0,0.0,0.0,11.0,1.0
belarus,0.5,0.2,0.38461538461538464,1.0,4.0,1.0
bosnia-herzegovina,0.0,0.0,0.0,0.0,8.0,2.0
brazil,1.0,0.08,0.30303030303030304,2.0,23.0,0.0
bulgaria,1.0,0.1,0.35714285714285715,2.0,18.0,0.0
chile,1.0,0.20689655172413793,0.5660377358490566,6.0,23.0,0.0
china,0.0,0.0,0.0,0.0,22.0,1.0
colombia,1.0,0.06666666666666667,0.2631578947368421,2.0,28.0,0.0
costa-rica,0.5,0.038461538461538464,0.14705882352941177,1.0,25.0,1.0
croatia,0.0,0.0,0.0,0.0,11.0,1.0
dominican-republic,0.3333333333333333,0.2,0.29411764705882354,1.0,4.0,2.0
ecuador,0.8,0.16666666666666666,0.45454545454545453,4.0,20.0,1.0
egypt,1.0,0.12903225806451613,0.425531914893617,4.0,27.0,0.0
el-salvador,0.3333333333333333,0.1111111111111111,0.23809523809523808,1.0,8.0,2.0
georgia,1.0,0.14814814814814814,0.46511627906976744,4.0,23.0,0.0
guatemala,0.75,0.14285714285714285,0.40540540540540543,3.0,18.0,1.0
hungary,1.0,0.1,0.35714285714285715,2.0,18.0,0.0
india,0.0,0.0,0.0,0.0,32.0,2.0
indonesia,0.0,0.0,0.0,0.0,23.0,1.0
jamaica,0.0,0.0,0.0,0.0,25.0,2.0
jordan,1.0,0.23809523809523808,0.6097560975609756,5.0,16.0,0.0
kazakhstan,0.0,0.0,0.0,0.0,13.0,1.0
latvia,0.75,0.21428571428571427,0.5,3.0,11.0,1.0
lithuania,1.0,0.2222222222222222,0.5882352941176471,4.0,14.0,0.0
macedonia,0.5,0.125,0.3125,1.0,7.0,1.0
mauritius,0.0,0.0,0.0,0.0,25.0,1.0
mexico,1.0,0.2857142857142857,0.6666666666666666,8.0,20.0,0.0
morocco,0.8571428571428571,0.2,0.5172413793103449,6.0,24.0,1.0
pakistan,0.6,0.12,0.3333333333333333,3.0,22.0,2.0
panama,1.0,0.07407407407407407,0.2857142857142857,2.0,25.0,0.0
paraguay,1.0,0.23076923076923078,0.6,3.0,10.0,0.0
peru,0.6,0.11538461538461539,0.32608695652173914,3.0,23.0,2.0
philippines,1.0,0.02857142857142857,0.1282051282051282,1.0,34.0,0.0
poland,0.5,0.07142857142857142,0.22727272727272727,1.0,13.0,1.0
romania,0.0,0.0,0.0,0.0,20.0,2.0
russia,1.0,0.09523809523809523,0.3448275862068966,2.0,19.0,0.0
serbia,1.0,0.2222222222222222,0.5882352941176471,2.0,7.0,0.0
south-africa,1.0,0.06060606060606061,0.24390243902439024,2.0,31.0,0.0
sri-lanka,1.0,0.2692307692307692,0.6481481481481481,7.0,19.0,0.0
thailand,0.5,0.04,0.15151515151515152,1.0,24.0,1.0
tunisia,1.0,0.2222222222222222,0.5882352941176471,6.0,21.0,0.0
turkey,0.5,0.038461538461538464,0.14705882352941177,1.0,25.0,1.0
ukraine,0.0,0.0,0.0,0.0,11.0,2.0
uruguay,0.0,0.0,0.0,0.0,17.0,1.0
venezuela,0.6666666666666666,0.1,0.3125,2.0,18.0,1.0
vietnam,0.5,0.07692307692307693,0.23809523809523808,2.0,24.0,2.0
aggregate,0.7210884353741497,0.10076045627376426,0.3231707317073171,106.0,946.0,41.0
