,recall,precision,fscore,tp,fp,fn
albania,1.0,0.15,0.46875,3.0,17.0,0.0
algeria,1.0,0.045454545454545456,0.19230769230769232,1.0,21.0,0.0
angola,1.0,0.09523809523809523,0.3448275862068966,2.0,19.0,0.0
argentina,0.6666666666666666,0.07692307692307693,0.2631578947368421,2.0,24.0,1.0
armenia,0.0,0.0,0.0,0.0,10.0,1.0
azerbaijan,0.0,0.0,0.0,0.0,11.0,1.0
belarus,1.0,0.2222222222222222,0.5882352941176471,2.0,7.0,0.0
bosnia-herzegovina,0.5,0.08333333333333333,0.25,1.0,11.0,1.0
brazil,0.5,0.047619047619047616,0.1724137931034483,1.0,20.0,1.0
bulgaria,0.0,0.0,0.0,0.0,16.0,1.0
chile,1.0,0.13793103448275862,0.4444444444444444,4.0,25.0,0.0
china,0.0,0.0,0.0,0.0,24.0,1.0
colombia,0.0,0.0,0.0,0.0,29.0,1.0
costa-rica,0.0,0.0,0.0,0.0,31.0,2.0
croatia,0.0,0.0,0.0,0.0,13.0,1.0
dominican-republic,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,2.0,2.0
ecuador,0.8,0.14285714285714285,0.4166666666666667,4.0,24.0,1.0
egypt,1.0,0.14814814814814814,0.46511627906976744,4.0,23.0,0.0
el-salvador,0.3333333333333333,0.16666666666666666,0.2777777777777778,1.0,5.0,2.0
georgia,1.0,0.17857142857142858,0.5208333333333334,5.0,23.0,0.0
guatemala,0.6,0.13043478260869565,0.3488372093023256,3.0,20.0,2.0
hungary,1.0,0.125,0.4166666666666667,3.0,21.0,0.0
india,0.5,0.034482758620689655,0.13513513513513514,1.0,28.0,1.0
indonesia,0.0,0.0,0.0,0.0,19.0,1.0
jamaica,0.0,0.0,0.0,0.0,18.0,2.0
jordan,1.0,0.3333333333333333,0.7142857142857143,7.0,14.0,0.0
kazakhstan,1.0,0.058823529411764705,0.23809523809523808,1.0,16.0,0.0
latvia,0.75,0.17647058823529413,0.45454545454545453,3.0,14.0,1.0
lithuania,1.0,0.13333333333333333,0.43478260869565216,2.0,13.0,0.0
macedonia,1.0,0.3,0.6818181818181818,3.0,7.0,0.0
mauritius,0.0,0.0,0.0,0.0,24.0,1.0
mexico,1.0,0.2,0.5555555555555556,5.0,20.0,0.0
morocco,0.8333333333333334,0.15625,0.44642857142857145,5.0,27.0,1.0
pakistan,0.875,0.25925925925925924,0.5932203389830508,7.0,20.0,1.0
panama,0.5,0.04,0.15151515151515152,1.0,24.0,1.0
paraguay,1.0,0.15384615384615385,0.47619047619047616,2.0,11.0,0.0
peru,0.0,0.0,0.0,0.0,27.0,3.0
philippines,1.0,0.038461538461538464,0.16666666666666666,1.0,25.0,0.0
poland,0.5,0.05,0.17857142857142858,1.0,19.0,1.0
romania,0.5,0.043478260869565216,0.16129032258064516,1.0,22.0,1.0
russia,1.0,0.038461538461538464,0.16666666666666666,1.0,25.0,0.0
serbia,0.0,0.0,0.0,0.0,11.0,2.0
south-africa,0.0,0.0,0.0,0.0,34.0,1.0
sri-lanka,1.0,0.3142857142857143,0.6962025316455697,11.0,24.0,0.0
thailand,0.5,0.03571428571428571,0.1388888888888889,1.0,27.0,1.0
tunisia,1.0,0.1724137931034483,0.5102040816326531,5.0,24.0,0.0
turkey,0.6666666666666666,0.1111111111111111,0.3333333333333333,2.0,16.0,1.0
ukraine,0.6666666666666666,0.16666666666666666,0.4166666666666667,2.0,10.0,1.0
uruguay,0.0,0.0,0.0,0.0,11.0,1.0
venezuela,1.0,0.21052631578947367,0.5714285714285714,4.0,15.0,0.0
vietnam,0.5,0.08,0.24390243902439024,2.0,23.0,2.0
aggregate,0.7191780821917808,0.09822263797942002,0.3176043557168784,105.0,964.0,41.0
