,recall,precision,fscore,tp,fp,fn
argentina,0.75,0.6,0.7142857142857143,6.0,4.0,2.0
bolivia,1.0,0.07692307692307693,0.29411764705882354,1.0,12.0,0.0
brazil,1.0,0.5384615384615384,0.8536585365853658,7.0,6.0,0.0
chile,0.0,0.0,0.0,0.0,4.0,1.0
colombia,1.0,0.1111111111111111,0.38461538461538464,1.0,8.0,0.0
denmark,1.0,0.058823529411764705,0.23809523809523808,1.0,16.0,0.0
finland,1.0,0.3157894736842105,0.6976744186046512,6.0,13.0,0.0
indonesia,0.0,0.0,0.0,0.0,5.0,1.0
israel,1.0,0.2,0.5555555555555556,2.0,8.0,0.0
malaysia,0.0,0.0,0.0,0.0,13.0,1.0
mexico,1.0,0.36363636363636365,0.7407407407407407,4.0,7.0,0.0
norway,1.0,0.13333333333333333,0.43478260869565216,2.0,13.0,0.0
peru,1.0,0.2857142857142857,0.6666666666666666,4.0,10.0,0.0
philippines,0.0,0.0,0.0,0.0,12.0,1.0
spain,0.0,0.0,0.0,0.0,14.0,1.0
sweden,1.0,0.2631578947368421,0.6410256410256411,5.0,14.0,0.0
thailand,0.6666666666666666,0.16666666666666666,0.4166666666666667,2.0,10.0,1.0
turkey,1.0,0.5555555555555556,0.8620689655172413,5.0,4.0,0.0
uruguay,0.0,0.0,0.0,0.0,1.0,1.0
venezuela,0.0,0.0,0.0,0.0,3.0,1.0
aggregate,0.8214285714285714,0.2062780269058296,0.5145413870246085,46.0,177.0,10.0
