,recall,precision,fscore,tp,fp,fn
argentina,0.875,0.5384615384615384,0.7777777777777778,7.0,6.0,1.0
bolivia,1.0,0.16666666666666666,0.5,2.0,10.0,0.0
brazil,0.8571428571428571,0.46153846153846156,0.7317073170731707,6.0,7.0,1.0
chile,0.0,0.0,0.0,0.0,4.0,1.0
colombia,1.0,0.1111111111111111,0.38461538461538464,1.0,8.0,0.0
denmark,0.0,0.0,0.0,0.0,13.0,1.0
finland,1.0,0.3,0.6818181818181818,6.0,14.0,0.0
indonesia,1.0,0.3333333333333333,0.7142857142857143,2.0,4.0,0.0
israel,1.0,0.125,0.4166666666666667,1.0,7.0,0.0
malaysia,0.0,0.0,0.0,0.0,12.0,1.0
mexico,1.0,0.42857142857142855,0.7894736842105263,3.0,4.0,0.0
norway,1.0,0.11764705882352941,0.4,2.0,15.0,0.0
peru,1.0,0.2857142857142857,0.6666666666666666,4.0,10.0,0.0
philippines,0.0,0.0,0.0,0.0,16.0,1.0
spain,0.0,0.0,0.0,0.0,12.0,1.0
sweden,1.0,0.25,0.625,5.0,15.0,0.0
thailand,0.75,0.21428571428571427,0.5,3.0,11.0,1.0
turkey,1.0,0.5,0.8333333333333334,4.0,4.0,0.0
uruguay,0.0,0.0,0.0,0.0,2.0,1.0
venezuela,0.0,0.0,0.0,0.0,2.0,1.0
aggregate,0.8214285714285714,0.2072072072072072,0.515695067264574,46.0,176.0,10.0
