,drag,struggle,deterioration,sound,adversely,vulnerable,squeeze,benign,weakness,unease,unexpectedly,resilience,successful,bad,erode,favourably,costly,erosion,illiquid,stabilize,successfully,stabilise,repercussion,profits,buoyancy,damage,gloomy,question,impairment,expose,severely,spiral,deficit,success,dent,difficult,abrupt,turbulent,writedowns,enhance,jeopardise,threaten,healthy,confident,inability,stress,aggravate,suffer,buoyant,improve,fear,worsen,pose,stagnate,lose,strain,enable,deteriorate,force,hurt,solid,favorable,fragility,risky,discourage,resilient,danger,adequately,undermine,negative,recover,recovery,contraction,adverse,mitigate,able,destabilise,unable,exacerbate,shortfall,positive,challenge,burden,comfortable,rebound,downgrade,improvement,positively,closure
1980-01,0.0,0.008247898847768529,0.0,0.041239494238842656,0.0,0.016495797695537058,0.0,0.0,0.016495797695537058,0.0,0.008247898847768529,0.0,0.024743696543305597,0.0,0.0,0.0,0.008247898847768529,0.008247898847768529,0.0,0.0,0.024743696543305597,0.0,0.0,0.0,0.0,0.008247898847768529,0.0,0.0,0.0,0.0,0.0,0.0,0.11547058386875945,0.016495797695537058,0.0,0.041239494238842656,0.0,0.0,0.0,0.016495797695537058,0.0,0.016495797695537058,0.0,0.024743696543305597,0.0,0.016495797695537058,0.0,0.024743696543305597,0.024743696543305597,0.11547058386875945,0.05773529193437973,0.0,0.008247898847768529,0.008247898847768529,0.07423108962991679,0.0,0.024743696543305597,0.016495797695537058,0.12371848271652795,0.0,0.008247898847768529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024743696543305597,0.008247898847768529,0.0,0.008247898847768529,0.0,0.04948739308661119,0.0,0.008247898847768529,0.0,0.008247898847768529,0.016495797695537058,0.008247898847768529,0.0,0.0,0.0,0.0,0.04948739308661119,0.008247898847768529,0.024743696543305597
1980-02,0.0,0.0,0.010028682030607538,0.0,0.0,0.0,0.0,0.0,0.010028682030607538,0.0,0.0,0.0,0.020057364061215083,0.010028682030607538,0.010028682030607538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010028682030607538,0.010028682030607538,0.010028682030607538,0.0,0.010028682030607538,0.0,0.0,0.030086046091822614,0.020057364061215083,0.0,0.04011472812243015,0.0,0.0,0.0,0.010028682030607538,0.0,0.010028682030607538,0.0,0.030086046091822614,0.0,0.030086046091822614,0.0,0.020057364061215083,0.010028682030607538,0.17048759452032813,0.010028682030607538,0.0,0.010028682030607538,0.010028682030607538,0.06017209218364523,0.0,0.050143410153037686,0.0,0.04011472812243015,0.0,0.010028682030607538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010028682030607538,0.010028682030607538,0.0,0.0,0.0,0.010028682030607538,0.0,0.020057364061215083,0.0,0.0,0.020057364061215083,0.030086046091822614,0.0,0.0,0.010028682030607538,0.0,0.030086046091822614,0.0,0.0
1980-03,0.0,0.010769131361864352,0.0,0.0,0.0,0.0,0.032307394085593064,0.0,0.021538262723728704,0.0,0.0,0.0,0.05384565680932176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010769131361864352,0.0,0.0,0.0,0.0,0.021538262723728704,0.0,0.07538391953305046,0.0,0.0,0.010769131361864352,0.0,0.021538262723728704,0.032307394085593064,0.010769131361864352,0.021538262723728704,0.0,0.0,0.0,0.0,0.0,0.010769131361864352,0.0,0.010769131361864352,0.0,0.0,0.0,0.010769131361864352,0.0,0.09692218225677916,0.032307394085593064,0.0,0.0,0.0,0.06461478817118611,0.0,0.021538262723728704,0.0,0.043076525447457416,0.021538262723728704,0.010769131361864352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010769131361864352,0.0,0.021538262723728704,0.010769131361864352,0.0,0.0,0.0,0.11846044498050788,0.0,0.0,0.0,0.0,0.032307394085593064,0.021538262723728704,0.010769131361864352,0.010769131361864352,0.0,0.0,0.06461478817118611,0.0,0.010769131361864352
1980-04,0.01675196207355787,0.0,0.008375981036778933,0.041879905183894665,0.0,0.0251279431103368,0.0,0.0,0.01675196207355787,0.0,0.0,0.0,0.10888775347812613,0.01675196207355787,0.0,0.0,0.0,0.0,0.0,0.0,0.01675196207355787,0.0,0.0,0.0,0.008375981036778933,0.0251279431103368,0.0,0.041879905183894665,0.0,0.008375981036778933,0.0,0.0,0.0753838293310104,0.0753838293310104,0.0,0.0,0.0,0.0,0.0,0.008375981036778933,0.0,0.041879905183894665,0.0,0.0,0.01675196207355787,0.0251279431103368,0.0,0.01675196207355787,0.01675196207355787,0.1005117724413472,0.0251279431103368,0.0,0.01675196207355787,0.0,0.033503924147115734,0.0,0.0251279431103368,0.01675196207355787,0.06700784829423148,0.008375981036778933,0.01675196207355787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008375981036778933,0.05863186725745252,0.01675196207355787,0.0,0.008375981036778933,0.0,0.11726373451490504,0.0,0.01675196207355787,0.0,0.01675196207355787,0.008375981036778933,0.008375981036778933,0.0,0.0,0.0,0.0,0.06700784829423148,0.0,0.008375981036778933
1980-05,0.017743080198722498,0.017743080198722498,0.017743080198722498,0.035486160397445,0.0,0.0,0.035486160397445,0.0,0.035486160397445,0.0,0.0,0.0,0.0,0.05322924059616749,0.0,0.0,0.0,0.0,0.017743080198722498,0.0,0.0,0.0,0.0,0.0,0.0,0.017743080198722498,0.0,0.017743080198722498,0.0,0.0,0.0,0.0,0.05322924059616749,0.017743080198722498,0.0,0.035486160397445,0.0,0.0,0.0,0.0,0.0,0.017743080198722498,0.0,0.035486160397445,0.0,0.0,0.0,0.017743080198722498,0.0,0.14194464158978,0.05322924059616749,0.0,0.017743080198722498,0.017743080198722498,0.1242015613910575,0.035486160397445,0.035486160397445,0.017743080198722498,0.2306600425833925,0.0,0.0,0.0,0.0,0.035486160397445,0.0,0.0,0.035486160397445,0.0,0.0,0.0,0.0,0.05322924059616749,0.0,0.017743080198722498,0.0,0.0887154009936125,0.0,0.035486160397445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035486160397445,0.0,0.0
1980-06,0.0,0.006575746018385786,0.019727238055157355,0.0460302221287005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019727238055157355,0.0,0.006575746018385786,0.0,0.0,0.0,0.0,0.0,0.006575746018385786,0.0,0.0,0.0,0.0,0.013151492036771573,0.0,0.013151492036771573,0.0,0.006575746018385786,0.0,0.0,0.03945447611031471,0.03945447611031471,0.0,0.019727238055157355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006575746018385786,0.0,0.019727238055157355,0.0,0.006575746018385786,0.0,0.05918171416547208,0.013151492036771573,0.019727238055157355,0.0,0.0,0.08548469823901521,0.0,0.026302984073543145,0.006575746018385786,0.026302984073543145,0.006575746018385786,0.006575746018385786,0.0,0.0,0.0,0.0,0.0,0.006575746018385786,0.0,0.013151492036771573,0.013151492036771573,0.026302984073543145,0.03945447611031471,0.0,0.0,0.0,0.026302984073543145,0.0,0.013151492036771573,0.006575746018385786,0.0,0.026302984073543145,0.013151492036771573,0.0,0.0,0.0,0.0,0.05260596814708629,0.0,0.0
1980-07,0.0,0.007303108202851133,0.0,0.03651554101425567,0.0,0.0,0.0,0.0,0.007303108202851133,0.0,0.007303108202851133,0.0,0.07303108202851133,0.014606216405702269,0.007303108202851133,0.0,0.0,0.0,0.0,0.0,0.007303108202851133,0.0,0.007303108202851133,0.0,0.0,0.007303108202851133,0.007303108202851133,0.02921243281140453,0.0,0.0,0.0,0.0,0.13875905585417153,0.03651554101425567,0.0,0.03651554101425567,0.0,0.0,0.0,0.0,0.0,0.0,0.014606216405702269,0.0,0.0,0.007303108202851133,0.0,0.0219093246085534,0.007303108202851133,0.058424865622809075,0.0,0.0,0.014606216405702269,0.0,0.1533652722598738,0.0219093246085534,0.02921243281140453,0.014606216405702269,0.03651554101425567,0.007303108202851133,0.0219093246085534,0.0,0.0,0.0,0.0,0.0,0.007303108202851133,0.007303108202851133,0.014606216405702269,0.007303108202851133,0.014606216405702269,0.02921243281140453,0.0,0.0,0.0,0.13875905585417153,0.0,0.007303108202851133,0.0,0.014606216405702269,0.02921243281140453,0.07303108202851133,0.014606216405702269,0.0,0.0,0.014606216405702269,0.05112175741995793,0.0,0.0
1980-08,0.008583101589590414,0.008583101589590414,0.025749304768771245,0.025749304768771245,0.0,0.0,0.0,0.0,0.034332406358361656,0.0,0.0,0.0,0.04291550794795208,0.025749304768771245,0.008583101589590414,0.008583101589590414,0.0,0.0,0.0,0.0,0.025749304768771245,0.017166203179180828,0.0,0.0,0.0,0.0600817111271329,0.017166203179180828,0.034332406358361656,0.0,0.008583101589590414,0.008583101589590414,0.0,0.18024513338139872,0.07724791430631374,0.0,0.0600817111271329,0.0,0.0,0.0,0.0,0.0,0.025749304768771245,0.008583101589590414,0.025749304768771245,0.0,0.034332406358361656,0.0,0.04291550794795208,0.017166203179180828,0.14591272702303704,0.07724791430631374,0.017166203179180828,0.0,0.0,0.13732962543344662,0.025749304768771245,0.025749304768771245,0.008583101589590414,0.1115803206646754,0.0,0.017166203179180828,0.0,0.0,0.0,0.008583101589590414,0.0,0.017166203179180828,0.0,0.0,0.0,0.008583101589590414,0.025749304768771245,0.0,0.0,0.0,0.0600817111271329,0.0,0.008583101589590414,0.008583101589590414,0.017166203179180828,0.017166203179180828,0.04291550794795208,0.017166203179180828,0.0,0.0,0.0,0.06866481271672331,0.0,0.034332406358361656
1980-09,0.0,0.0089521507542187,0.026856452262656105,0.0089521507542187,0.0,0.0,0.0,0.0,0.0089521507542187,0.0,0.0,0.0,0.044760753771093516,0.0179043015084374,0.026856452262656105,0.0,0.0089521507542187,0.0,0.0,0.0,0.026856452262656105,0.0,0.0,0.0,0.0,0.0089521507542187,0.0,0.05371290452531221,0.0,0.0,0.0,0.0,0.05371290452531221,0.08952150754218703,0.0,0.0358086030168748,0.0,0.0,0.0,0.0089521507542187,0.0,0.0358086030168748,0.0,0.0,0.0,0.0089521507542187,0.0,0.0179043015084374,0.0089521507542187,0.08952150754218703,0.0179043015084374,0.0,0.0,0.0089521507542187,0.08056935678796831,0.0089521507542187,0.044760753771093516,0.0089521507542187,0.09847365829640572,0.0089521507542187,0.0089521507542187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0089521507542187,0.026856452262656105,0.0179043015084374,0.026856452262656105,0.0,0.0,0.0089521507542187,0.12533011055906182,0.0,0.0,0.0,0.0,0.0,0.0179043015084374,0.0089521507542187,0.0,0.0,0.0,0.05371290452531221,0.0,0.026856452262656105
1980-10,0.0,0.0,0.0073300348176653825,0.02199010445299615,0.0,0.0,0.014660069635330768,0.0,0.0,0.0,0.0,0.0,0.02199010445299615,0.036650174088326916,0.0,0.0,0.0073300348176653825,0.0,0.0,0.0,0.02199010445299615,0.0,0.0,0.0,0.0,0.0,0.0073300348176653825,0.08063038299431921,0.0,0.0073300348176653825,0.0073300348176653825,0.0,0.014660069635330768,0.0439802089059923,0.0073300348176653825,0.036650174088326916,0.0,0.0,0.0,0.014660069635330768,0.0,0.02199010445299615,0.014660069635330768,0.0073300348176653825,0.0073300348176653825,0.0073300348176653825,0.0,0.02199010445299615,0.0,0.08063038299431921,0.02932013927066153,0.0073300348176653825,0.014660069635330768,0.014660069635330768,0.08063038299431921,0.0073300348176653825,0.02932013927066153,0.0,0.09529045262964997,0.0,0.02932013927066153,0.0,0.0,0.0,0.014660069635330768,0.0,0.014660069635330768,0.0,0.014660069635330768,0.0073300348176653825,0.014660069635330768,0.0073300348176653825,0.0,0.0,0.0,0.058640278541323074,0.0,0.014660069635330768,0.0,0.0073300348176653825,0.02199010445299615,0.02199010445299615,0.0073300348176653825,0.0,0.0,0.0,0.02932013927066153,0.0,0.07330034817665383
