,recall,precision,fscore,tp,fp,fn
australia,1.0,0.10714285714285714,0.375,3.0,25.0,0.0
austria,1.0,0.03571428571428571,0.15625,1.0,27.0,0.0
belgium,1.0,0.041666666666666664,0.17857142857142858,1.0,23.0,0.0
canada,1.0,0.10714285714285714,0.375,3.0,25.0,0.0
denmark,0.5,0.09090909090909091,0.2631578947368421,1.0,10.0,1.0
finland,1.0,0.14285714285714285,0.45454545454545453,4.0,24.0,0.0
france,1.0,0.1,0.35714285714285715,2.0,18.0,0.0
germany,0.75,0.17647058823529413,0.45454545454545453,3.0,14.0,1.0
greece,1.0,0.13043478260869565,0.42857142857142855,3.0,20.0,0.0
iceland,0.8,0.17391304347826086,0.46511627906976744,4.0,19.0,1.0
ireland,1.0,0.1111111111111111,0.38461538461538464,4.0,32.0,0.0
italy,0.5,0.06666666666666667,0.21739130434782608,1.0,14.0,1.0
japan,1.0,0.14814814814814814,0.46511627906976744,4.0,23.0,0.0
netherlands,1.0,0.10526315789473684,0.37037037037037035,2.0,17.0,0.0
new-zealand,1.0,0.3333333333333333,0.7142857142857143,8.0,16.0,0.0
norway,1.0,0.18181818181818182,0.5263157894736842,4.0,18.0,0.0
portugal,1.0,0.047619047619047616,0.2,1.0,20.0,0.0
spain,0.0,0.0,0.0,0.0,17.0,2.0
sweden,1.0,0.17857142857142858,0.5208333333333334,5.0,23.0,0.0
switzerland,1.0,0.041666666666666664,0.17857142857142858,1.0,23.0,0.0
turkey,0.5714285714285714,0.3333333333333333,0.5,4.0,8.0,3.0
united-kingdom,0.8888888888888888,0.4,0.7142857142857143,8.0,12.0,1.0
united-states,1.0,0.5384615384615384,0.8536585365853658,7.0,6.0,0.0
aggregate,0.8809523809523809,0.14566929133858267,0.43838862559241704,74.0,434.0,10.0
