,recall,precision,fscore,tp,fp,fn
australia,1.0,0.08333333333333333,0.3125,2.0,22.0,0.0
austria,1.0,0.034482758620689655,0.15151515151515152,1.0,28.0,0.0
belgium,1.0,0.047619047619047616,0.2,1.0,20.0,0.0
canada,1.0,0.13333333333333333,0.43478260869565216,4.0,26.0,0.0
denmark,0.5,0.09090909090909091,0.2631578947368421,1.0,10.0,1.0
finland,1.0,0.21428571428571427,0.5769230769230769,6.0,22.0,0.0
france,1.0,0.1111111111111111,0.38461538461538464,2.0,16.0,0.0
germany,0.75,0.16666666666666666,0.4411764705882353,3.0,15.0,1.0
greece,1.0,0.13636363636363635,0.4411764705882353,3.0,19.0,0.0
iceland,0.6666666666666666,0.10526315789473684,0.3225806451612903,2.0,17.0,1.0
ireland,1.0,0.11764705882352941,0.4,4.0,30.0,0.0
italy,0.5,0.058823529411764705,0.2,1.0,16.0,1.0
japan,1.0,0.14285714285714285,0.45454545454545453,4.0,24.0,0.0
netherlands,1.0,0.1,0.35714285714285715,2.0,18.0,0.0
new-zealand,1.0,0.3333333333333333,0.7142857142857143,7.0,14.0,0.0
norway,1.0,0.16666666666666666,0.5,4.0,20.0,0.0
portugal,1.0,0.05,0.20833333333333334,1.0,19.0,0.0
spain,0.0,0.0,0.0,0.0,18.0,2.0
sweden,1.0,0.1724137931034483,0.5102040816326531,5.0,24.0,0.0
switzerland,1.0,0.038461538461538464,0.16666666666666666,1.0,25.0,0.0
turkey,0.625,0.35714285714285715,0.5434782608695652,5.0,9.0,3.0
united-kingdom,0.8888888888888888,0.42105263157894735,0.7272727272727273,8.0,11.0,1.0
united-states,1.0,0.7142857142857143,0.9259259259259259,5.0,2.0,0.0
aggregate,0.8780487804878049,0.1448692152917505,0.43636363636363634,72.0,425.0,10.0
