,recall,precision,fscore,tp,fp,fn
australia,1.0,0.07407407407407407,0.2857142857142857,2.0,25.0,0.0
austria,1.0,0.038461538461538464,0.16666666666666666,1.0,25.0,0.0
belgium,1.0,0.043478260869565216,0.18518518518518517,1.0,22.0,0.0
canada,1.0,0.1111111111111111,0.38461538461538464,3.0,24.0,0.0
denmark,0.5,0.1,0.2777777777777778,1.0,9.0,1.0
finland,1.0,0.20689655172413793,0.5660377358490566,6.0,23.0,0.0
france,1.0,0.16666666666666666,0.5,3.0,15.0,0.0
germany,0.6666666666666666,0.16666666666666666,0.4166666666666667,2.0,10.0,1.0
greece,0.6666666666666666,0.09090909090909091,0.29411764705882354,2.0,20.0,1.0
iceland,1.0,0.23076923076923078,0.6,6.0,20.0,0.0
ireland,1.0,0.1111111111111111,0.38461538461538464,3.0,24.0,0.0
italy,0.5,0.05555555555555555,0.19230769230769232,1.0,17.0,1.0
japan,1.0,0.18181818181818182,0.5263157894736842,4.0,18.0,0.0
netherlands,1.0,0.1,0.35714285714285715,2.0,18.0,0.0
new-zealand,1.0,0.3333333333333333,0.7142857142857143,7.0,14.0,0.0
norway,1.0,0.20833333333333334,0.5681818181818182,5.0,19.0,0.0
portugal,1.0,0.043478260869565216,0.18518518518518517,1.0,22.0,0.0
spain,0.0,0.0,0.0,0.0,14.0,2.0
sweden,1.0,0.13333333333333333,0.43478260869565216,4.0,26.0,0.0
switzerland,1.0,0.07407407407407407,0.2857142857142857,2.0,25.0,0.0
turkey,0.8,0.4,0.6666666666666666,8.0,12.0,2.0
united-kingdom,0.8888888888888888,0.5,0.7692307692307693,8.0,8.0,1.0
united-states,1.0,0.4375,0.7954545454545454,7.0,9.0,0.0
aggregate,0.8977272727272727,0.15863453815261044,0.4647058823529412,79.0,419.0,9.0
