,enhance,adequately,positively,resilient,rebound,worsen,aggravate,favourably,shortfall,writedowns,negative,destabilise,inability,unease,deterioration,buoyant,recovery,suffer,solid,favorable,discourage,squeeze,illiquid,adverse,improve,lose,successfully,danger,success,stagnate,erosion,threaten,question,healthy,pose,spiral,fragility,adversely,downgrade,exacerbate,struggle,turbulent,undermine,damage,positive,risky,deteriorate,vulnerable,benign,repercussion,deficit,burden,gloomy,dent,stabilize,confident,sound,mitigate,stabilise,closure,successful,hurt,enable,expose,recover,stress,erode,difficult,improvement,abrupt,profits,severely,drag,unable,contraction,bad,jeopardise,force,weakness,unexpectedly,resilience,impairment,comfortable,able,costly,fear,buoyancy,challenge,strain
1980-01,0.10109179134654267,0.303275374039628,0.0,0.0,0.0,0.0,0.0,0.0,0.606550748079256,0.10109179134654267,0.2021835826930853,0.0,0.0,0.303275374039628,0.10109179134654267,0.0,0.0,0.20218358269308534,0.0,0.0,0.0,0.10109179134654267,0.0,0.0,1.4152850788515972,0.606550748079256,0.2021835826930853,0.2021835826930853,0.20218358269308534,0.0,0.10109179134654267,1.1120097048119693,0.303275374039628,1.3141932875050548,0.10109179134654267,0.0,0.0,0.0,0.4043671653861707,0.0,0.8087343307723414,0.0,0.0,0.0,0.0,0.0,0.10109179134654267,0.10109179134654267,0.0,0.0,0.8087343307723414,0.909826122118884,0.0,0.0,0.0,0.7076425394257987,0.0,1.213101496158512,0.0,0.0,0.20218358269308534,0.10109179134654267,3.639304488475536,0.0,0.10109179134654267,0.0,0.7076425394257987,0.5054589567327133,1.4152850788515972,0.4043671653861706,0.0,0.2021835826930853,0.10109179134654267,0.909826122118884,0.10109179134654267,0.10109179134654267,0.0,1.4152850788515974,0.0,0.4043671653861706,0.10109179134654267,0.10109179134654267,0.10109179134654267,2.0218358269308534,0.10109179134654267,0.303275374039628,0.0,1.213101496158512,0.303275374039628
1980-02,0.6993006993006994,0.1998001998001998,0.0,0.2997002997002997,0.0,0.0,0.0999000999000999,0.0,0.4995004995004995,0.0999000999000999,0.1998001998001998,0.0,0.2997002997002997,0.3996003996003996,0.0,0.1998001998001998,0.4995004995004995,0.999000999000999,0.2997002997002997,0.0999000999000999,0.1998001998001998,0.3996003996003996,0.0999000999000999,0.0999000999000999,2.297702297702298,0.1998001998001998,0.3996003996003996,1.098901098901099,0.0999000999000999,0.0,0.0999000999000999,0.1998001998001998,0.4995004995004995,0.7992007992007992,1.4985014985014984,0.0999000999000999,0.0,0.1998001998001998,0.1998001998001998,0.0999000999000999,0.6993006993006994,0.0,0.0,0.0,0.1998001998001998,0.0,0.0,0.1998001998001998,0.0,0.2997002997002997,1.098901098901099,1.1988011988011988,0.0,0.0999000999000999,0.0999000999000999,0.8991008991008991,0.0,0.6993006993006994,0.2997002997002997,0.0999000999000999,0.0,0.0999000999000999,3.296703296703297,0.0999000999000999,0.0999000999000999,0.1998001998001998,0.5994005994005994,0.4995004995004995,1.6983016983016983,0.1998001998001998,0.0,0.0,0.3996003996003996,0.9990009990009989,0.0,0.0999000999000999,0.0,0.5994005994005994,0.0,0.0999000999000999,0.0,0.0999000999000999,0.1998001998001998,1.8981018981018982,0.0999000999000999,0.5994005994005994,0.0,1.1988011988011988,0.6993006993006994
1980-03,0.0,0.5796261411389654,0.0,0.434719605854224,0.2898130705694827,0.2898130705694827,0.43471960585422403,0.14490653528474134,1.0143457469931896,0.14490653528474134,0.0,0.14490653528474134,0.0,0.0,0.43471960585422403,0.434719605854224,0.5796261411389654,0.2898130705694827,0.434719605854224,0.0,0.14490653528474134,0.0,0.14490653528474134,0.14490653528474134,1.0143457469931896,0.7245326764237068,0.14490653528474134,0.8694392117084482,1.1592522822779308,0.5796261411389654,0.43471960585422403,0.43471960585422403,0.0,1.3041588175626722,0.43471960585422403,0.0,0.43471960585422403,0.2898130705694827,0.14490653528474134,0.2898130705694827,0.7245326764237068,0.0,0.0,0.14490653528474134,0.5796261411389654,0.0,0.43471960585422403,0.2898130705694827,0.0,0.2898130705694827,2.6083176351253443,0.43471960585422403,0.2898130705694827,0.2898130705694827,0.0,0.2898130705694827,0.0,0.14490653528474134,0.2898130705694827,0.2898130705694827,0.0,0.43471960585422403,1.8837849587016375,0.43471960585422403,0.2898130705694827,0.0,0.14490653528474134,0.5796261411389654,1.159252282277931,0.2898130705694827,0.0,0.14490653528474134,0.43471960585422403,0.14490653528474134,0.2898130705694827,0.0,0.14490653528474134,0.5796261411389654,0.2898130705694827,0.14490653528474134,0.5796261411389654,0.14490653528474134,0.43471960585422403,1.0143457469931896,0.0,0.14490653528474134,0.2898130705694827,1.0143457469931896,0.2898130705694827
1980-04,0.3038220817889044,0.2430576654311235,0.060764416357780876,0.12152883271556175,0.060764416357780876,0.0,0.3038220817889044,0.18229324907334266,0.36458649814668526,0.060764416357780876,0.24305766543112356,0.060764416357780876,0.12152883271556175,0.3645864981466853,0.18229324907334263,0.3038220817889044,0.3645864981466853,0.24305766543112353,0.3038220817889044,0.18229324907334266,0.0,0.12152883271556175,0.060764416357780876,0.0,1.2760527435133988,0.12152883271556175,0.12152883271556175,0.5468797472200279,0.42535091450446616,0.18229324907334263,0.18229324907334263,0.3645864981466853,0.3645864981466853,0.6076441635778088,0.3645864981466853,0.060764416357780876,0.0,0.060764416357780876,0.060764416357780876,0.3645864981466853,0.12152883271556175,0.0,0.12152883271556175,0.060764416357780876,0.3038220817889044,0.0,0.12152883271556175,0.0,0.18229324907334266,0.30382208178890446,0.9114662453667133,0.42535091450446616,0.0,0.12152883271556175,0.0,0.42535091450446616,0.060764416357780876,0.2430576654311235,0.0,0.2430576654311235,0.3038220817889044,0.18229324907334263,1.9444613234489885,0.24305766543112353,0.0,0.0,0.2430576654311235,0.12152883271556175,1.2760527435133988,0.18229324907334263,0.060764416357780876,0.0,0.3645864981466853,0.060764416357780876,0.18229324907334263,0.060764416357780876,0.060764416357780876,0.30382208178890446,0.0,0.060764416357780876,0.18229324907334263,0.060764416357780876,0.12152883271556175,1.519110408944522,0.060764416357780876,0.486115330862247,0.060764416357780876,0.42535091450446616,0.2430576654311235
1980-05,1.1077263915812794,0.0,0.0,0.0,0.0,0.0,0.27693159789531985,0.0,1.6615895873719189,1.6615895873719189,0.5538631957906397,0.0,0.0,0.0,0.27693159789531985,0.0,0.5538631957906397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9385211852672386,1.1077263915812794,0.0,0.27693159789531985,0.5538631957906397,0.27693159789531985,0.27693159789531985,0.0,0.27693159789531985,0.8307947936859595,0.0,0.0,0.0,0.27693159789531985,0.8307947936859595,0.27693159789531985,0.27693159789531985,0.0,0.0,0.0,0.0,0.0,0.5538631957906397,0.27693159789531985,0.0,0.0,1.661589587371919,0.27693159789531985,0.0,0.27693159789531985,0.0,0.27693159789531985,0.0,0.27693159789531985,0.27693159789531985,1.1077263915812794,0.0,0.27693159789531985,2.4923843810578785,0.27693159789531985,0.0,0.0,0.27693159789531985,0.27693159789531985,1.1077263915812794,0.0,0.0,0.0,0.5538631957906397,0.8307947936859595,0.27693159789531985,0.0,0.0,0.0,0.27693159789531985,0.0,0.0,1.6615895873719189,0.0,0.8307947936859595,0.0,0.5538631957906397,0.0,0.27693159789531985,0.0
1980-06,0.3210818569863635,0.13221017640614968,0.15109734446417106,0.13221017640614968,0.03777433611604277,0.1133230083481283,0.15109734446417108,0.1133230083481283,0.20775884863823524,0.0,0.1699845125221924,0.018887168058021386,0.11332300834812832,0.15109734446417106,0.1322101764061497,0.11332300834812829,0.396630529218449,0.3210818569863635,0.15109734446417106,0.11332300834812832,0.05666150417406415,0.15109734446417106,0.0,0.1322101764061497,1.1710044195973255,0.3210818569863635,0.245533184754278,0.8876968987270049,0.16998451252219246,0.07554867223208554,0.13221017640614968,0.43440486533449185,0.16998451252219243,0.9821327390171117,0.396630529218449,0.018887168058021386,0.0,0.09443584029010693,0.245533184754278,0.1322101764061497,0.43440486533449185,0.018887168058021386,0.03777433611604277,0.018887168058021386,0.2077588486382352,0.03777433611604277,0.15109734446417108,0.05666150417406415,0.09443584029010693,0.15109734446417108,0.3777433611604276,0.793261058436898,0.05666150417406415,0.07554867223208554,0.018887168058021386,0.1888716805802138,0.018887168058021386,0.1888716805802138,0.09443584029010693,0.03777433611604277,0.15109734446417108,0.09443584029010693,1.983152646092245,0.22664601669625659,0.03777433611604277,0.0,0.1888716805802138,0.3210818569863635,1.1332300834812827,0.05666150417406415,0.018887168058021386,0.05666150417406415,0.35885619310240624,0.24553318475427796,0.18887168058021384,0.05666150417406415,0.03777433611604277,1.133230083481283,0.05666150417406415,0.05666150417406415,0.03777433611604277,0.0,0.1133230083481283,1.2087787557133682,0.13221017640614968,0.26442035281229936,0.0,0.5855022097986627,0.396630529218449
1980-07,0.25474461851993374,0.12737230925996687,0.1910584638899503,0.1910584638899503,0.0,0.4458030824098841,0.5731753916698511,0.12737230925996687,0.8916061648197681,0.12737230925996687,0.7642338555598013,0.0,0.25474461851993374,0.25474461851993374,0.12737230925996687,0.1910584638899503,0.5731753916698509,0.3184307731499172,0.1910584638899503,0.1910584638899503,0.06368615462998344,0.31843077314991713,0.06368615462998344,0.12737230925996687,2.356387721309388,0.9552923194497516,0.25474461851993374,1.464781556489619,0.445803082409884,0.38211692777990064,0.06368615462998344,0.7642338555598012,0.7642338555598013,1.0826646287097184,0.8916061648197683,0.0,0.0,0.1910584638899503,0.4458030824098841,0.5731753916698511,0.7642338555598013,0.0,0.0,0.12737230925996687,0.12737230925996687,0.12737230925996687,0.3184307731499172,0.12737230925996687,0.12737230925996687,0.1910584638899503,1.9105846388995031,0.44580308240988403,0.0,0.12737230925996687,0.0,0.8279200101897847,0.0,0.4458030824098841,0.1910584638899503,0.12737230925996687,0.12737230925996687,0.06368615462998344,3.184307731499172,0.7642338555598014,0.0,0.0,0.38211692777990064,0.12737230925996687,2.1653292574194376,0.06368615462998344,0.0,0.3184307731499172,0.5094892370398675,0.8279200101897848,0.31843077314991713,0.38211692777990064,0.06368615462998344,1.146350783339702,0.06368615462998344,0.12737230925996687,0.12737230925996687,0.12737230925996687,0.12737230925996687,1.7832123296395361,0.25474461851993374,0.5094892370398675,0.12737230925996687,1.018978474079735,0.31843077314991713
1980-08,1.3465965857260762,0.2171929976977542,0.26063159723730506,0.564701794014161,0.2171929976977542,0.30407019677685587,0.43438599539550843,0.26063159723730506,0.8253333912514661,0.3909473958559576,0.39094739585595756,0.1303157986186525,0.5212631944746101,0.260631597237305,0.8687719907910167,0.6950175926328135,0.8687719907910167,0.6515789930932627,0.564701794014161,0.13031579861865253,0.260631597237305,0.26063159723730506,0.043438599539550836,0.21719299769775421,3.1275791668476605,1.5203509838842795,0.21719299769775421,1.4334737848051777,0.825333391251466,0.30407019677685587,0.825333391251466,0.8253333912514661,0.52126319447461,2.519438773293949,1.0425263889492205,0.08687719907910167,0.34750879631640674,0.21719299769775421,1.085964988488771,0.5647017940141609,1.390035185265627,0.0,0.1303157986186525,0.26063159723730506,0.7818947917119152,0.17375439815820334,0.8687719907910169,0.260631597237305,0.13031579861865253,0.34750879631640674,0.9990877894096692,1.0859649884887708,0.1303157986186525,0.2171929976977542,0.043438599539550836,0.9556491898701185,0.13031579861865253,0.6515789930932627,0.6081403935537117,0.13031579861865253,0.13031579861865253,0.39094739585595756,2.519438773293949,0.5212631944746101,0.260631597237305,0.17375439815820334,0.6515789930932626,0.260631597237305,2.0850527778984405,0.2171929976977542,0.0,0.17375439815820337,0.6515789930932626,1.085964988488771,0.7818947917119152,0.0,0.17375439815820334,1.1728421875678727,0.26063159723730506,0.13031579861865253,0.3909473958559575,0.3909473958559576,0.17375439815820337,1.8244211806611355,0.3475087963164067,0.6081403935537117,0.260631597237305,1.2162807871074237,0.6081403935537117
1980-09,1.2110726643598615,0.3460207612456747,0.25951557093425603,0.25951557093425603,0.25951557093425603,0.4325259515570934,1.1245674740484428,0.08650519031141868,0.5190311418685121,0.08650519031141868,0.4325259515570934,0.17301038062283736,0.3460207612456747,0.5190311418685121,1.2110726643598617,0.3460207612456747,1.8166089965397925,0.6055363321799307,0.25951557093425603,0.08650519031141868,0.25951557093425603,0.8650519031141868,0.08650519031141868,0.25951557093425603,6.141868512110726,1.6435986159169547,0.6055363321799307,0.6920415224913494,0.6920415224913494,0.6920415224913494,1.0380622837370241,0.3460207612456747,0.8650519031141868,1.2975778546712802,1.1245674740484428,0.25951557093425603,0.3460207612456747,1.1245674740484428,1.038062283737024,0.8650519031141868,1.2110726643598615,0.0,0.0,0.25951557093425603,0.4325259515570934,0.0,1.2975778546712802,0.17301038062283736,0.17301038062283736,0.6055363321799307,1.9896193771626296,2.5951557093425603,0.0,1.0380622837370241,0.08650519031141868,0.7785467128027681,0.0,0.6055363321799307,0.25951557093425603,0.25951557093425603,0.17301038062283736,1.2110726643598615,3.2006920415224913,1.1245674740484428,0.25951557093425603,0.08650519031141868,0.5190311418685121,0.25951557093425603,5.622837370242214,0.25951557093425603,0.0,0.25951557093425603,0.4325259515570934,0.6920415224913494,1.2975778546712802,0.0,0.25951557093425603,0.4325259515570934,0.08650519031141868,0.17301038062283736,0.4325259515570934,0.17301038062283736,0.08650519031141868,1.8166089965397922,0.25951557093425603,0.7785467128027681,0.4325259515570934,0.5190311418685121,0.8650519031141868
1980-10,0.7012130986606832,0.07012130986606831,0.07012130986606831,0.14024261973213661,0.07012130986606831,0.21036392959820494,0.28048523946427323,0.07012130986606831,0.7713344085267514,0.3506065493303415,0.3506065493303415,0.0,0.0,0.3506065493303415,0.8414557183928197,0.14024261973213661,0.1402426197321366,0.2804852394642732,0.14024261973213661,0.0,0.14024261973213661,0.21036392959820494,0.0,0.14024261973213661,1.1920622677231612,1.8231540565177757,0.0,0.701213098660683,0.14024261973213661,0.14024261973213661,0.8414557183928196,0.28048523946427323,0.3506065493303415,0.6310917887946147,0.21036392959820488,0.07012130986606831,0.21036392959820488,0.2103639295982049,0.7713344085267514,0.28048523946427323,0.4207278591964098,0.0,0.0,0.0,0.07012130986606831,0.0,0.9816983381249563,0.07012130986606831,0.0,0.21036392959820488,0.6310917887946147,0.35060654933034147,0.07012130986606831,0.28048523946427323,0.07012130986606831,0.2804852394642732,0.0,0.21036392959820494,0.07012130986606831,0.0,0.21036392959820494,0.2103639295982049,1.9633966762499124,0.3506065493303415,0.07012130986606831,0.07012130986606831,0.14024261973213661,0.0,1.121940957857093,0.1402426197321366,0.0,0.0,0.35060654933034147,0.28048523946427323,0.6310917887946148,0.14024261973213661,0.0,0.5609704789285465,0.42072785919640976,0.28048523946427323,0.14024261973213661,0.3506065493303415,0.0,1.1219409578570927,0.0,0.4908491690624781,0.14024261973213661,0.4908491690624781,0.35060654933034147
