,drag,struggle,deterioration,sound,adversely,vulnerable,squeeze,benign,weakness,unease,unexpectedly,resilience,successful,bad,erode,favourably,costly,erosion,illiquid,stabilize,successfully,stabilise,repercussion,profits,buoyancy,damage,gloomy,question,impairment,expose,severely,spiral,deficit,success,dent,difficult,abrupt,turbulent,writedowns,enhance,jeopardise,threaten,healthy,confident,inability,stress,aggravate,suffer,buoyant,improve,fear,worsen,pose,stagnate,lose,strain,enable,deteriorate,force,hurt,solid,favorable,fragility,risky,discourage,resilient,danger,adequately,undermine,negative,recover,recovery,contraction,adverse,mitigate,able,destabilise,unable,exacerbate,shortfall,positive,challenge,burden,comfortable,rebound,downgrade,improvement,positively,closure
1980-01,0.0,0.07849088197587714,0.02616362732529238,0.0,0.0,0.0,0.0,0.0,0.05232725465058476,0.0,0.02616362732529238,0.0,0.10465450930116953,0.07849088197587714,0.0,0.0,0.05232725465058476,0.0,0.0,0.0,0.05232725465058476,0.02616362732529238,0.0,0.0,0.0,0.05232725465058476,0.0,0.18314539127704665,0.0,0.0,0.0,0.02616362732529238,0.31396352790350857,0.1308181366264619,0.0,0.23547264592763145,0.0,0.0,0.0,0.0,0.02616362732529238,0.07849088197587714,0.05232725465058476,0.05232725465058476,0.02616362732529238,0.02616362732529238,0.0,0.07849088197587714,0.0,0.23547264592763145,0.1308181366264619,0.15698176395175428,0.0,0.02616362732529238,0.31396352790350857,0.05232725465058476,0.15698176395175428,0.07849088197587714,0.2877999005782162,0.0,0.07849088197587714,0.0,0.0,0.0,0.02616362732529238,0.0,0.07849088197587714,0.0,0.02616362732529238,0.10465450930116953,0.23547264592763145,0.10465450930116953,0.0,0.0,0.0,0.20930901860233905,0.0,0.1308181366264619,0.05232725465058476,0.07849088197587714,0.0,0.07849088197587714,0.02616362732529238,0.0,0.0,0.0,0.07849088197587714,0.0,0.0
1980-02,0.0,0.014401958666378629,0.0,0.07200979333189314,0.0,0.0,0.0,0.0,0.014401958666378629,0.0,0.0,0.0,0.1008137106646504,0.02880391733275725,0.0,0.0,0.014401958666378629,0.0,0.0,0.0,0.0,0.02880391733275725,0.02880391733275725,0.0,0.0,0.014401958666378629,0.0,0.014401958666378629,0.0,0.0,0.014401958666378629,0.0,0.057607834665514515,0.04320587599913588,0.0,0.04320587599913588,0.0,0.0,0.0,0.014401958666378629,0.0,0.0,0.0,0.0,0.0,0.057607834665514515,0.0,0.04320587599913588,0.014401958666378629,0.08641175199827178,0.02880391733275725,0.0,0.057607834665514515,0.0,0.11521566933102903,0.0,0.08641175199827178,0.0,0.07200979333189314,0.0,0.014401958666378629,0.0,0.0,0.0,0.0,0.0,0.02880391733275725,0.0,0.0,0.0,0.014401958666378629,0.014401958666378629,0.0,0.014401958666378629,0.0,0.057607834665514515,0.0,0.014401958666378629,0.0,0.0,0.0,0.014401958666378629,0.0,0.0,0.0,0.0,0.057607834665514515,0.0,0.02880391733275725
1980-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026391491383178062,0.0,0.0,0.0,0.026391491383178062,0.026391491383178062,0.0,0.0,0.0,0.0,0.0,0.0,0.05278298276635613,0.026391491383178062,0.0,0.0,0.0,0.0,0.026391491383178062,0.0791744741495342,0.0,0.0,0.026391491383178062,0.026391491383178062,0.05278298276635613,0.05278298276635613,0.05278298276635613,0.10556596553271226,0.0,0.0,0.0,0.0,0.0,0.026391491383178062,0.026391491383178062,0.0,0.0,0.026391491383178062,0.026391491383178062,0.0,0.0,0.13195745691589034,0.05278298276635613,0.026391491383178062,0.026391491383178062,0.0,0.13195745691589034,0.05278298276635613,0.026391491383178062,0.0,0.0791744741495342,0.0,0.026391491383178062,0.0,0.0,0.0,0.0,0.0,0.0,0.026391491383178062,0.0,0.026391491383178062,0.0791744741495342,0.0791744741495342,0.0,0.0,0.0,0.10556596553271226,0.0,0.026391491383178062,0.026391491383178062,0.0,0.026391491383178062,0.0,0.026391491383178062,0.0,0.0,0.0,0.1583489482990684,0.0,0.0791744741495342
1980-04,0.0,0.0,0.0,0.0993893079191192,0.011043256435457687,0.0,0.011043256435457687,0.0,0.0,0.0,0.0,0.0,0.11043256435457688,0.0,0.0,0.011043256435457687,0.011043256435457687,0.011043256435457687,0.0,0.0,0.04417302574183075,0.011043256435457687,0.0,0.0,0.0,0.0,0.0,0.07730279504820382,0.0,0.0,0.0,0.0,0.04417302574183075,0.05521628217728844,0.0,0.08834605148366151,0.0,0.0,0.0,0.0,0.0,0.0,0.011043256435457687,0.0,0.011043256435457687,0.022086512870915374,0.0,0.011043256435457687,0.0,0.11043256435457688,0.0,0.011043256435457687,0.0,0.0,0.04417302574183075,0.0,0.0,0.0,0.011043256435457687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022086512870915374,0.022086512870915374,0.0,0.0,0.0,0.0,0.07730279504820382,0.0,0.011043256435457687,0.011043256435457687,0.0,0.04417302574183075,0.03312976930637306,0.0,0.03312976930637306,0.0,0.0,0.06625953861274612,0.0,0.022086512870915374
1980-05,0.0,0.035427073369468945,0.0,0.10628122010840683,0.0,0.0,0.0,0.0,0.035427073369468945,0.0,0.0,0.0,0.07085414673893789,0.0,0.0,0.0,0.035427073369468945,0.0,0.0,0.0,0.035427073369468945,0.0,0.0,0.0,0.0,0.0,0.0,0.035427073369468945,0.0,0.0,0.035427073369468945,0.0,0.035427073369468945,0.10628122010840683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035427073369468945,0.035427073369468945,0.035427073369468945,0.0,0.035427073369468945,0.0,0.035427073369468945,0.0,0.0,0.035427073369468945,0.035427073369468945,0.07085414673893789,0.035427073369468945,0.24798951358628266,0.0,0.035427073369468945,0.0,0.07085414673893789,0.0,0.035427073369468945,0.0,0.0,0.0,0.035427073369468945,0.0,0.0,0.0,0.0,0.035427073369468945,0.035427073369468945,0.035427073369468945,0.0,0.0,0.0,0.035427073369468945,0.0,0.0,0.0,0.0,0.035427073369468945,0.0,0.0,0.035427073369468945,0.0,0.0,0.07085414673893789,0.0,0.035427073369468945
1980-06,0.0,0.02293139690426142,0.0,0.04586279380852284,0.0,0.02293139690426142,0.0,0.0,0.0382189948404357,0.0,0.01528759793617428,0.0,0.053506592776609976,0.04586279380852284,0.0,0.0,0.00764379896808714,0.0,0.0,0.0,0.01528759793617428,0.00764379896808714,0.00764379896808714,0.0,0.0,0.053506592776609976,0.00764379896808714,0.03057519587234856,0.0,0.0,0.00764379896808714,0.0,0.04586279380852284,0.04586279380852284,0.03057519587234856,0.06879419071278425,0.0,0.0,0.0,0.0,0.0,0.01528759793617428,0.03057519587234856,0.02293139690426142,0.01528759793617428,0.0,0.00764379896808714,0.06879419071278425,0.0,0.1146569845213071,0.03057519587234856,0.00764379896808714,0.01528759793617428,0.0,0.1758073762660042,0.01528759793617428,0.053506592776609976,0.0,0.08408178864895854,0.0,0.01528759793617428,0.0,0.00764379896808714,0.00764379896808714,0.00764379896808714,0.0,0.02293139690426142,0.0,0.01528759793617428,0.02293139690426142,0.0382189948404357,0.04586279380852284,0.0,0.0,0.0,0.1375883814255685,0.0,0.00764379896808714,0.0,0.00764379896808714,0.01528759793617428,0.06115039174469712,0.02293139690426142,0.00764379896808714,0.0,0.0,0.03057519587234856,0.0,0.00764379896808714
1980-07,0.0,0.013373721973693891,0.0,0.026747443947387782,0.0,0.0066868609868469455,0.0066868609868469455,0.0,0.0,0.0,0.0,0.0,0.0066868609868469455,0.0066868609868469455,0.0,0.0,0.013373721973693891,0.0,0.0,0.0,0.013373721973693891,0.0,0.0,0.0,0.0,0.013373721973693891,0.0,0.033434304934234715,0.0,0.0,0.0,0.0,0.053494887894775564,0.08024233184216334,0.0066868609868469455,0.013373721973693891,0.0,0.0066868609868469455,0.0,0.0066868609868469455,0.0,0.0,0.0,0.020060582960540838,0.0,0.0066868609868469455,0.0,0.033434304934234715,0.0066868609868469455,0.033434304934234715,0.013373721973693891,0.0066868609868469455,0.0,0.0,0.020060582960540838,0.0,0.020060582960540838,0.0,0.04680802690792861,0.0066868609868469455,0.0066868609868469455,0.0,0.0,0.0,0.0,0.0,0.0066868609868469455,0.0,0.0066868609868469455,0.0,0.033434304934234715,0.013373721973693891,0.0,0.0,0.0,0.0601817488816225,0.0,0.020060582960540838,0.0,0.033434304934234715,0.0066868609868469455,0.026747443947387782,0.020060582960540838,0.0,0.0,0.0,0.0066868609868469455,0.0,0.033434304934234715
1980-08,0.014376904939904537,0.014376904939904537,0.028753809879809075,0.014376904939904537,0.0,0.0,0.014376904939904537,0.0,0.028753809879809075,0.0,0.0,0.0,0.10063833457933176,0.028753809879809075,0.0,0.0,0.05750761975961815,0.0,0.0,0.0,0.028753809879809075,0.028753809879809075,0.0,0.0,0.028753809879809075,0.028753809879809075,0.014376904939904537,0.15814595433894993,0.0,0.014376904939904537,0.014376904939904537,0.0,0.0718845246995227,0.0718845246995227,0.0,0.15814595433894993,0.0,0.0,0.0,0.05750761975961815,0.0,0.028753809879809075,0.0,0.014376904939904537,0.028753809879809075,0.05750761975961815,0.0,0.05750761975961815,0.05750761975961815,0.18689976421875895,0.04313071481971362,0.028753809879809075,0.0,0.0,0.10063833457933176,0.028753809879809075,0.04313071481971362,0.028753809879809075,0.31629190867789986,0.014376904939904537,0.014376904939904537,0.0,0.014376904939904537,0.0,0.028753809879809075,0.014376904939904537,0.028753809879809075,0.0,0.0,0.014376904939904537,0.0718845246995227,0.1437690493990454,0.0,0.0,0.0,0.10063833457933176,0.0,0.028753809879809075,0.0,0.014376904939904537,0.014376904939904537,0.014376904939904537,0.1150152395192363,0.0,0.0,0.014376904939904537,0.08626142963942722,0.0,0.04313071481971362
1980-09,0.0,0.04755021302495435,0.0,0.00951004260499087,0.0,0.0,0.00951004260499087,0.0,0.00951004260499087,0.0,0.0,0.0,0.0665702982349361,0.03804017041996348,0.0,0.0,0.0,0.0,0.0,0.0,0.00951004260499087,0.00951004260499087,0.00951004260499087,0.0,0.0,0.03804017041996348,0.0,0.0665702982349361,0.0,0.0,0.0,0.0,0.01902008520998174,0.028530127814972613,0.0,0.04755021302495435,0.0,0.00951004260499087,0.0,0.0,0.00951004260499087,0.057060255629945225,0.01902008520998174,0.0,0.0,0.00951004260499087,0.0,0.0665702982349361,0.00951004260499087,0.10461046865489958,0.07608034083992696,0.0,0.0,0.0,0.12363055386488132,0.00951004260499087,0.04755021302495435,0.00951004260499087,0.11412051125989045,0.0,0.0,0.01902008520998174,0.0,0.00951004260499087,0.0,0.0,0.028530127814972613,0.0,0.00951004260499087,0.028530127814972613,0.03804017041996348,0.01902008520998174,0.0,0.0,0.0,0.057060255629945225,0.0,0.00951004260499087,0.0,0.0,0.01902008520998174,0.03804017041996348,0.03804017041996348,0.0,0.0,0.0,0.01902008520998174,0.00951004260499087,0.057060255629945225
1980-10,0.0,0.02940225221251948,0.0,0.05880450442503896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02940225221251948,0.009800750737506492,0.0,0.0,0.009800750737506492,0.0,0.0,0.0,0.009800750737506492,0.0,0.0,0.0,0.0,0.009800750737506492,0.0,0.07840600590005194,0.0,0.0,0.009800750737506492,0.0,0.07840600590005194,0.08820675663755842,0.009800750737506492,0.019601501475012984,0.0,0.0,0.0,0.019601501475012984,0.0,0.009800750737506492,0.009800750737506492,0.0,0.009800750737506492,0.0,0.019601501475012984,0.009800750737506492,0.0,0.04900375368753247,0.02940225221251948,0.009800750737506492,0.0,0.0,0.03920300295002597,0.009800750737506492,0.009800750737506492,0.009800750737506492,0.06860525516254545,0.0,0.0,0.0,0.0,0.009800750737506492,0.0,0.0,0.009800750737506492,0.0,0.0,0.0,0.019601501475012984,0.009800750737506492,0.0,0.0,0.0,0.08820675663755842,0.0,0.019601501475012984,0.0,0.009800750737506492,0.0,0.02940225221251948,0.0,0.03920300295002597,0.0,0.0,0.0,0.0,0.02940225221251948
