,enhance,adequately,positively,resilient,rebound,worsen,aggravate,favourably,shortfall,writedowns,negative,destabilise,inability,unease,deterioration,buoyant,recovery,suffer,solid,favorable,discourage,squeeze,illiquid,adverse,improve,lose,successfully,danger,success,stagnate,erosion,threaten,question,healthy,pose,spiral,fragility,adversely,downgrade,exacerbate,struggle,turbulent,undermine,damage,positive,risky,deteriorate,vulnerable,benign,repercussion,deficit,burden,gloomy,dent,stabilize,confident,sound,mitigate,stabilise,closure,successful,hurt,enable,expose,recover,stress,erode,difficult,improvement,abrupt,profits,severely,drag,unable,contraction,bad,jeopardise,force,weakness,unexpectedly,resilience,impairment,comfortable,able,costly,fear,buoyancy,challenge,strain
1980-01,0.16204829039053634,0.3240965807810727,0.0,0.16204829039053634,0.0,0.0,0.4861448711716091,0.0,0.486144871171609,0.16204829039053634,0.16204829039053634,0.0,0.16204829039053634,0.3240965807810727,0.8102414519526818,0.0,0.0,0.4861448711716091,0.16204829039053634,0.16204829039053634,0.16204829039053634,0.16204829039053634,0.0,0.0,0.32409658078107273,0.6481931615621455,0.16204829039053634,0.8102414519526818,0.16204829039053634,0.0,0.8102414519526818,0.486144871171609,0.6481931615621455,0.8102414519526818,0.9722897423432182,0.0,0.0,0.16204829039053634,0.32409658078107273,0.4861448711716091,1.7825311942958997,0.0,0.0,0.16204829039053634,0.0,0.0,0.8102414519526818,0.0,0.0,0.3240965807810727,0.8102414519526817,0.0,0.16204829039053634,0.0,0.0,0.8102414519526818,0.0,0.16204829039053634,0.16204829039053634,0.0,0.0,0.16204829039053634,2.754820936639118,0.8102414519526818,0.0,0.0,0.16204829039053634,0.32409658078107273,0.32409658078107273,0.0,0.0,0.32409658078107273,0.0,1.7825311942959,0.8102414519526818,0.16204829039053634,0.0,0.8102414519526818,0.0,0.0,0.0,0.16204829039053634,0.0,1.1343380327337544,0.0,0.486144871171609,0.0,0.9722897423432182,0.3240965807810727
1980-02,0.2254537256228159,0.2254537256228159,0.0,0.11272686281140795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11272686281140795,0.0,0.11272686281140795,0.0,0.3381805884342238,0.11272686281140795,0.0,0.11272686281140795,0.0,0.0,0.0,0.3381805884342238,0.0,0.0,0.2254537256228159,0.0,0.0,0.0,0.2254537256228159,0.0,0.11272686281140795,0.0,0.0,0.0,0.0,0.0,0.11272686281140795,0.2254537256228159,0.11272686281140795,0.0,0.11272686281140795,0.11272686281140795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11272686281140795,0.0,0.2254537256228159,0.0,0.0,0.11272686281140795,0.0,0.0,0.2254537256228159,0.6763611768684477,0.2254537256228159,0.0,0.11272686281140795,0.11272686281140795,0.11272686281140795,0.2254537256228159,0.0,0.0,0.0,0.11272686281140795,0.11272686281140795,0.0,0.0,0.0,0.9018149024912636,0.0,0.11272686281140795,0.0,0.0,0.0,0.2254537256228159,0.0,0.2254537256228159,0.0,0.0,0.0
1980-03,0.09225092250922508,0.09225092250922508,0.0,0.6457564575645757,0.09225092250922508,0.18450184501845016,0.5535055350553506,0.0,0.2767527675276753,0.2767527675276753,0.2767527675276753,0.0,0.0,0.09225092250922508,0.7380073800738008,0.5535055350553506,0.27675276752767525,0.27675276752767525,0.7380073800738007,0.0,0.0,0.0,0.0,0.0,0.7380073800738007,1.014760147601476,0.09225092250922508,0.7380073800738007,0.6457564575645757,0.18450184501845016,0.7380073800738008,0.18450184501845016,0.09225092250922508,2.4907749077490777,0.4612546125461255,0.0,0.6457564575645758,0.3690036900369003,0.3690036900369004,0.4612546125461255,0.46125461254612543,0.0,0.0,0.0,0.5535055350553506,0.0,0.8302583025830259,0.0,0.0,0.18450184501845016,0.09225092250922508,0.8302583025830259,0.0,0.3690036900369003,0.0,0.0,0.0,0.2767527675276753,0.09225092250922508,0.18450184501845016,0.0,0.27675276752767525,1.2915129151291516,0.7380073800738007,0.09225092250922508,0.0,0.0,0.36900369003690037,0.7380073800738007,0.09225092250922508,0.0,0.0,0.09225092250922508,0.09225092250922508,0.3690036900369004,0.0,0.09225092250922508,0.5535055350553505,0.6457564575645758,0.09225092250922508,0.36900369003690037,0.2767527675276753,0.18450184501845016,0.4612546125461254,0.09225092250922508,0.18450184501845016,0.2767527675276753,0.5535055350553506,0.6457564575645757
1980-04,0.4784307471493502,0.15947691571645006,0.07973845785822503,0.07973845785822503,0.0,0.0,0.07973845785822503,0.0,0.07973845785822503,0.0,0.07973845785822503,0.0,0.07973845785822503,0.3189538314329001,0.15947691571645006,0.07973845785822503,0.2392153735746751,0.2392153735746751,0.07973845785822503,0.0,0.0,0.0,0.0,0.0,1.11633841001515,0.0,0.0,0.5581692050075753,0.2392153735746751,0.0,0.15947691571645006,0.15947691571645006,0.15947691571645006,0.7176461207240252,0.39869228929112516,0.0,0.07973845785822503,0.0,0.0,0.07973845785822503,0.07973845785822503,0.0,0.0,0.07973845785822503,0.07973845785822503,0.0,0.07973845785822503,0.07973845785822503,0.0,0.15947691571645006,0.39869228929112516,0.2392153735746751,0.0,0.0,0.0,0.4784307471493502,0.2392153735746751,0.07973845785822503,0.07973845785822503,0.0,0.07973845785822503,0.0,1.5947691571645009,0.15947691571645006,0.0,0.0,0.15947691571645006,0.0,0.9568614942987003,0.07973845785822503,0.07973845785822503,0.0,0.0,0.15947691571645006,0.07973845785822503,0.0,0.0,0.07973845785822503,0.0,0.07973845785822503,0.15947691571645006,0.0,0.15947691571645006,0.8771230364404754,0.07973845785822503,0.2392153735746751,0.07973845785822503,0.39869228929112516,0.07973845785822503
1980-05,0.0,0.0,0.0,0.0,0.27314941272876264,0.0,0.0,0.0,0.5462988254575253,0.5462988254575253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27314941272876264,0.0,0.0,0.0,0.0,0.0,0.27314941272876264,0.0,0.27314941272876264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5462988254575253,0.0,0.0,0.0,0.27314941272876264,0.0,0.27314941272876264,0.27314941272876264,0.0,0.0,0.0,0.0,0.0,0.27314941272876264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27314941272876264,0.0,0.0,0.0,0.0,0.27314941272876264,0.0,0.5462988254575253,0.0,0.5462988254575253,0.0,0.0,0.5462988254575253,0.27314941272876264,0.0,0.0,0.27314941272876264
1980-06,0.5701254275940706,0.1554887529802011,0.1554887529802011,0.3628070902871359,0.0518295843267337,0.0518295843267337,0.2073183373069348,0.1554887529802011,0.1554887529802011,0.0,0.0518295843267337,0.0518295843267337,0.1036591686534674,0.1554887529802011,0.0518295843267337,0.3628070902871359,0.2591479216336685,0.2073183373069348,0.46646625894060334,0.1036591686534674,0.1036591686534674,0.0518295843267337,0.0,0.1036591686534674,1.036591686534674,0.3109775059604022,0.41463667461386955,0.7774437649010054,0.5701254275940707,0.2073183373069348,0.0518295843267337,0.7774437649010055,0.2073183373069348,1.8658650357624131,0.46646625894060323,0.0518295843267337,0.1036591686534674,0.1554887529802011,0.1036591686534674,0.2073183373069348,0.4146366746138696,0.0,0.0518295843267337,0.1036591686534674,0.518295843267337,0.0,0.1554887529802011,0.1036591686534674,0.1036591686534674,0.1554887529802011,0.3628070902871359,0.6737845962475382,0.0518295843267337,0.1554887529802011,0.0518295843267337,0.36280709028713587,0.1036591686534674,0.2073183373069348,0.1554887529802011,0.1036591686534674,0.4146366746138696,0.1554887529802011,2.954286306623821,0.36280709028713587,0.1036591686534674,0.0,0.1554887529802011,0.2591479216336685,0.9329325178812066,0.0,0.0,0.0518295843267337,0.4146366746138696,0.2591479216336685,0.1554887529802011,0.1036591686534674,0.1036591686534674,2.4878200476832175,0.0518295843267337,0.0518295843267337,0.2073183373069348,0.0,0.1036591686534674,1.9695242044158805,0.1036591686534674,0.3109775059604022,0.1036591686534674,0.4146366746138696,0.2591479216336685
1980-07,0.22925263640531868,0.22925263640531868,0.0,0.07641754546843955,0.0,0.1528350909368791,0.0,0.0,0.38208772734219776,0.3056701818737582,0.1528350909368791,0.0,0.0,0.38208772734219776,0.3056701818737582,0.1528350909368791,0.22925263640531865,0.0,0.07641754546843955,0.0,0.0,0.07641754546843955,0.07641754546843955,0.0,0.534922818279077,0.9934280910897142,0.0,0.0,0.0,0.07641754546843955,0.3056701818737582,0.0,0.3056701818737582,0.22925263640531868,0.0,0.0,0.0,0.07641754546843955,0.38208772734219776,0.0,0.0,0.0,0.0,0.0,0.07641754546843955,0.0,0.38208772734219776,0.0,0.0,0.0,0.3056701818737582,0.1528350909368791,0.0,0.1528350909368791,0.0,0.07641754546843955,0.0,0.07641754546843955,0.1528350909368791,0.0,0.0,0.0,0.6113403637475164,0.0,0.0,0.0,0.1528350909368791,0.0,0.3056701818737582,0.07641754546843955,0.0,0.0,0.1528350909368791,0.0,0.3056701818737582,0.07641754546843955,0.0,0.0,0.07641754546843955,0.3056701818737582,0.07641754546843955,0.3056701818737582,0.0,0.3056701818737582,0.0,0.3056701818737582,0.07641754546843955,0.0,0.0
1980-08,0.3241491085899514,0.0,0.1620745542949757,0.2701242571582928,0.0,0.10804970286331712,0.27012425715829275,0.10804970286331712,0.1620745542949757,0.05402485143165856,0.05402485143165856,0.10804970286331712,0.10804970286331712,0.10804970286331712,0.1620745542949757,0.3241491085899514,0.37817396002160986,0.48622366288492697,0.2701242571582928,0.10804970286331712,0.10804970286331712,0.0,0.05402485143165856,0.05402485143165856,0.972447325769854,0.37817396002160997,0.05402485143165856,0.5402485143165856,0.32414910858995133,0.05402485143165856,0.05402485143165856,0.7563479200432198,0.21609940572663425,1.0804970286331712,0.43219881145326844,0.0,0.05402485143165856,0.16207455429497564,0.21609940572663425,0.43219881145326844,0.486223662884927,0.0,0.0,0.10804970286331712,0.2701242571582928,0.2160994057266342,0.1620745542949757,0.1620745542949757,0.05402485143165856,0.10804970286331712,0.486223662884927,0.5402485143165856,0.10804970286331712,0.27012425715829275,0.0,0.3241491085899514,0.0,0.16207455429497564,0.10804970286331712,0.0,0.0,0.27012425715829275,1.8908698001080495,0.5942733657482441,0.0,0.0,0.27012425715829275,0.21609940572663425,0.9184224743381955,0.0,0.0,0.05402485143165856,0.2701242571582928,0.3241491085899514,0.10804970286331712,0.0,0.0,1.458670988654781,0.05402485143165856,0.10804970286331712,0.2160994057266342,0.05402485143165856,0.05402485143165856,0.9724473257698543,0.3781739600216099,0.1620745542949757,0.05402485143165856,0.3241491085899514,0.05402485143165856
1980-09,0.135666802333469,0.135666802333469,0.271333604666938,0.271333604666938,0.0,0.0,0.542667209333876,0.0,0.0,0.0,0.135666802333469,0.271333604666938,0.135666802333469,0.0,0.135666802333469,0.135666802333469,0.407000407000407,0.0,0.135666802333469,0.0,0.0,0.0,0.0,0.0,0.135666802333469,0.6783340116673451,0.135666802333469,0.9496676163342832,0.135666802333469,0.0,0.135666802333469,0.135666802333469,0.271333604666938,0.6783340116673451,0.271333604666938,0.0,0.0,0.40700040700040696,0.40700040700040696,0.542667209333876,0.6783340116673451,0.0,0.0,0.0,0.135666802333469,0.0,0.135666802333469,0.0,0.0,0.135666802333469,0.135666802333469,0.6783340116673451,0.0,0.40700040700040696,0.0,0.135666802333469,0.0,0.271333604666938,0.0,0.0,0.407000407000407,0.40700040700040696,3.120336453669787,0.8140008140008141,0.0,0.0,0.135666802333469,0.135666802333469,0.135666802333469,0.0,0.0,0.0,0.271333604666938,0.542667209333876,0.135666802333469,0.135666802333469,0.135666802333469,0.542667209333876,0.0,0.0,0.0,0.135666802333469,0.0,1.221001221001221,0.135666802333469,0.135666802333469,0.135666802333469,0.542667209333876,0.271333604666938
1980-10,0.9869454039746983,0.0897223094522453,0.04486115472612265,0.1794446189044906,0.1794446189044906,0.2691669283567359,0.13458346417836795,0.13458346417836795,0.2691669283567359,0.04486115472612265,0.04486115472612265,0.04486115472612265,0.04486115472612265,0.0897223094522453,0.04486115472612265,0.22430577363061324,0.4934727019873492,0.5831950114395944,0.2691669283567359,0.04486115472612265,0.22430577363061324,0.1794446189044906,0.0,0.1794446189044906,1.3458346417836793,0.8075007850702076,0.40375039253510386,1.256112332331434,0.3588892378089812,0.04486115472612265,0.13458346417836795,0.4934727019873491,0.2691669283567359,1.794446189044906,0.3588892378089812,0.0,0.0897223094522453,0.04486115472612265,0.4486115472612265,0.13458346417836795,1.1215288681530662,0.0,0.0,0.2691669283567359,0.22430577363061324,0.13458346417836795,0.13458346417836795,0.04486115472612265,0.04486115472612265,0.6280561661657171,0.8523619397963305,0.44861154726122643,0.0,0.13458346417836795,0.0,0.9420842492485756,0.0,0.4486115472612265,0.22430577363061324,0.0,0.1794446189044906,0.22430577363061324,3.05055852137634,0.49347270198734916,0.04486115472612265,0.04486115472612265,0.31402808308285857,0.4037503925351038,0.6729173208918398,0.1794446189044906,0.0,0.3588892378089812,0.6729173208918398,0.49347270198734905,0.0897223094522453,0.22430577363061324,0.0,0.8972230945224529,0.0897223094522453,0.13458346417836795,0.13458346417836795,0.04486115472612265,0.1794446189044906,2.153335426853887,0.22430577363061324,0.31402808308285857,0.0897223094522453,1.1663900228791888,0.4037503925351038
