,recall,precision,fscore,tp,fp,fn
albania,0.9375,0.6,0.8426966292134831,15.0,10.0,1.0
algeria,0.5,0.13333333333333333,0.3225806451612903,2.0,13.0,2.0
angola,1.0,0.17391304347826086,0.5128205128205128,4.0,19.0,0.0
argentina,0.6774193548387096,0.75,0.6907894736842105,21.0,7.0,10.0
armenia,0.7272727272727273,0.8,0.7407407407407407,8.0,2.0,3.0
azerbaijan,0.75,0.2727272727272727,0.5555555555555556,3.0,8.0,1.0
belarus,0.0,0.0,0.0,0.0,10.0,2.0
bosnia-herzegovina,0.7142857142857143,0.7142857142857143,0.7142857142857143,5.0,2.0,2.0
brazil,0.5454545454545454,0.5,0.5357142857142857,12.0,12.0,10.0
bulgaria,0.6666666666666666,0.42857142857142855,0.6,6.0,8.0,3.0
chile,0.2857142857142857,0.2727272727272727,0.2830188679245283,6.0,16.0,15.0
china,0.5,0.08333333333333333,0.25,1.0,11.0,1.0
colombia,0.5277777777777778,0.6333333333333333,0.5459770114942529,19.0,11.0,17.0
costa-rica,0.3684210526315789,0.4117647058823529,0.3763440860215054,7.0,10.0,12.0
croatia,0.875,0.4117647058823529,0.7142857142857143,7.0,10.0,1.0
dominican-republic,0.5,1.0,0.5555555555555556,6.0,0.0,6.0
ecuador,0.36363636363636365,0.5333333333333333,0.3883495145631068,8.0,7.0,14.0
egypt,0.7142857142857143,0.37037037037037035,0.6024096385542169,10.0,17.0,4.0
el-salvador,0.24,0.5,0.26785714285714285,6.0,6.0,19.0
georgia,0.6875,0.44,0.6179775280898876,11.0,14.0,5.0
guatemala,0.4444444444444444,0.4,0.43478260869565216,8.0,12.0,10.0
hungary,0.6363636363636364,0.30434782608695654,0.5223880597014925,7.0,16.0,4.0
india,0.42857142857142855,0.1111111111111111,0.2727272727272727,3.0,24.0,4.0
indonesia,0.35714285714285715,0.17857142857142858,0.2976190476190476,5.0,23.0,9.0
jamaica,0.5909090909090909,0.5416666666666666,0.5803571428571429,13.0,11.0,9.0
jordan,0.7222222222222222,0.5652173913043478,0.6842105263157895,13.0,10.0,5.0
kazakhstan,0.4,0.18181818181818182,0.3225806451612903,2.0,9.0,3.0
latvia,0.75,0.5,0.6818181818181818,9.0,9.0,3.0
lithuania,0.6,0.25,0.46875,3.0,9.0,2.0
macedonia,0.9285714285714286,0.9285714285714286,0.9285714285714286,13.0,1.0,1.0
mauritius,0.42857142857142855,0.10714285714285714,0.26785714285714285,3.0,25.0,4.0
mexico,0.7083333333333334,0.7727272727272727,0.7203389830508474,17.0,5.0,7.0
morocco,0.6774193548387096,0.6,0.660377358490566,21.0,14.0,10.0
pakistan,0.59375,0.8260869565217391,0.6291390728476821,19.0,4.0,13.0
panama,0.34782608695652173,0.42105263157894735,0.36036036036036034,8.0,11.0,15.0
paraguay,0.23076923076923078,0.15,0.20833333333333334,3.0,17.0,10.0
peru,0.5135135135135135,0.7037037037037037,0.5428571428571428,19.0,8.0,18.0
philippines,0.37037037037037035,0.4166666666666667,0.3787878787878788,10.0,14.0,17.0
poland,0.5833333333333334,0.3333333333333333,0.5072463768115942,7.0,14.0,5.0
romania,0.5882352941176471,0.5882352941176471,0.5882352941176471,10.0,7.0,7.0
russia,0.7142857142857143,0.2777777777777778,0.5434782608695652,5.0,13.0,2.0
serbia,0.3333333333333333,0.14285714285714285,0.2631578947368421,1.0,6.0,2.0
south-africa,0.3333333333333333,0.06896551724137931,0.18867924528301888,2.0,27.0,4.0
sri-lanka,0.7142857142857143,0.7692307692307693,0.7246376811594203,20.0,6.0,8.0
thailand,0.6666666666666666,0.16,0.40816326530612246,4.0,21.0,2.0
tunisia,0.2727272727272727,0.15789473684210525,0.23809523809523808,3.0,16.0,8.0
turkey,0.2,0.21052631578947367,0.20202020202020202,4.0,15.0,16.0
ukraine,0.7142857142857143,0.9090909090909091,0.746268656716418,10.0,1.0,4.0
uruguay,0.5454545454545454,0.782608695652174,0.5806451612903226,18.0,5.0,15.0
venezuela,0.6,0.125,0.3409090909090909,3.0,21.0,2.0
vietnam,0.9,0.2571428571428571,0.6,9.0,26.0,1.0
aggregate,0.5521235521235521,0.4197651663405088,0.5193704600484261,429.0,593.0,348.0
