,recall,precision,fscore,tp,fp,fn
australia,1.0,0.034482758620689655,0.15151515151515152,1.0,28.0,0.0
austria,1.0,0.038461538461538464,0.16666666666666666,1.0,25.0,0.0
belgium,1.0,0.21428571428571427,0.5769230769230769,6.0,22.0,0.0
canada,1.0,0.03333333333333333,0.14705882352941177,1.0,29.0,0.0
denmark,1.0,0.2222222222222222,0.5882352941176471,6.0,21.0,0.0
finland,1.0,0.21428571428571427,0.5769230769230769,6.0,22.0,0.0
france,0.8571428571428571,0.4,0.6976744186046512,6.0,9.0,1.0
germany,0.6,0.6,0.6,3.0,2.0,2.0
greece,0.0,0.0,0.0,0.0,23.0,1.0
iceland,1.0,0.15151515151515152,0.4716981132075472,5.0,28.0,0.0
ireland,1.0,0.22580645161290322,0.5932203389830508,7.0,24.0,0.0
italy,0.5,0.045454545454545456,0.16666666666666666,1.0,21.0,1.0
japan,0.75,0.17647058823529413,0.45454545454545453,3.0,14.0,1.0
luxembourg,1.0,0.25925925925925924,0.6363636363636364,7.0,20.0,0.0
netherlands,1.0,0.25,0.625,6.0,18.0,0.0
new-zealand,1.0,0.20833333333333334,0.5681818181818182,5.0,19.0,0.0
norway,1.0,0.16,0.4878048780487805,4.0,21.0,0.0
portugal,1.0,0.08695652173913043,0.3225806451612903,2.0,21.0,0.0
spain,1.0,0.11764705882352941,0.4,2.0,15.0,0.0
sweden,1.0,0.1724137931034483,0.5102040816326531,5.0,24.0,0.0
switzerland,1.0,0.2962962962962963,0.6779661016949152,8.0,19.0,0.0
turkey,1.0,0.1111111111111111,0.38461538461538464,2.0,16.0,0.0
united-kingdom,1.0,0.25,0.625,4.0,12.0,0.0
united-states,0.9230769230769231,0.6,0.8333333333333334,12.0,8.0,1.0
aggregate,0.9363636363636364,0.18262411347517732,0.5129482071713147,103.0,461.0,7.0
