,recall,precision,fscore,tp,fp,fn
australia,1.0,0.03125,0.1388888888888889,1.0,31.0,0.0
austria,1.0,0.038461538461538464,0.16666666666666666,1.0,25.0,0.0
belgium,1.0,0.18181818181818182,0.5263157894736842,6.0,27.0,0.0
canada,1.0,0.034482758620689655,0.15151515151515152,1.0,28.0,0.0
denmark,1.0,0.17857142857142858,0.5208333333333334,5.0,23.0,0.0
finland,1.0,0.24,0.6122448979591837,6.0,19.0,0.0
france,1.0,0.36363636363636365,0.7407407407407407,8.0,14.0,0.0
germany,0.6666666666666666,0.3076923076923077,0.5405405405405406,4.0,9.0,2.0
greece,1.0,0.08,0.30303030303030304,2.0,23.0,0.0
iceland,1.0,0.06060606060606061,0.24390243902439024,2.0,31.0,0.0
ireland,1.0,0.23684210526315788,0.6081081081081081,9.0,29.0,0.0
italy,0.5,0.05,0.17857142857142858,1.0,19.0,1.0
japan,0.875,0.2916666666666667,0.625,7.0,17.0,1.0
luxembourg,1.0,0.2413793103448276,0.6140350877192983,7.0,22.0,0.0
netherlands,1.0,0.32,0.7017543859649122,8.0,17.0,0.0
new-zealand,1.0,0.19230769230769232,0.5434782608695652,5.0,21.0,0.0
norway,1.0,0.2857142857142857,0.6666666666666666,10.0,25.0,0.0
portugal,1.0,0.16666666666666666,0.5,4.0,20.0,0.0
spain,1.0,0.07407407407407407,0.2857142857142857,2.0,25.0,0.0
sweden,0.8,0.14285714285714285,0.4166666666666667,4.0,24.0,1.0
switzerland,1.0,0.2692307692307692,0.6481481481481481,7.0,19.0,0.0
turkey,1.0,0.1111111111111111,0.38461538461538464,2.0,16.0,0.0
united-kingdom,1.0,0.21739130434782608,0.5813953488372093,5.0,18.0,0.0
united-states,0.6666666666666666,0.42857142857142855,0.6,6.0,8.0,3.0
aggregate,0.9338842975206612,0.18138041733547353,0.5103884372177055,113.0,510.0,8.0
