,recall,precision,fscore,tp,fp,fn
australia,1.0,0.03125,0.1388888888888889,1.0,31.0,0.0
austria,1.0,0.03571428571428571,0.15625,1.0,27.0,0.0
belgium,1.0,0.17857142857142858,0.5208333333333334,5.0,23.0,0.0
canada,1.0,0.03125,0.1388888888888889,1.0,31.0,0.0
denmark,1.0,0.2571428571428571,0.6338028169014085,9.0,26.0,0.0
finland,1.0,0.14814814814814814,0.46511627906976744,4.0,23.0,0.0
france,0.8571428571428571,0.3333333333333333,0.6521739130434783,6.0,12.0,1.0
germany,0.8571428571428571,0.42857142857142855,0.7142857142857143,6.0,8.0,1.0
greece,1.0,0.04,0.1724137931034483,1.0,24.0,0.0
iceland,0.0,0.0,0.0,0.0,28.0,1.0
ireland,1.0,0.18421052631578946,0.5303030303030303,7.0,31.0,0.0
italy,0.5,0.05,0.17857142857142858,1.0,19.0,1.0
japan,0.8,0.19047619047619047,0.4878048780487805,4.0,17.0,1.0
luxembourg,1.0,0.24,0.6122448979591837,6.0,19.0,0.0
netherlands,1.0,0.2608695652173913,0.6382978723404256,6.0,17.0,0.0
new-zealand,1.0,0.25925925925925924,0.6363636363636364,7.0,20.0,0.0
norway,1.0,0.25,0.625,6.0,18.0,0.0
portugal,1.0,0.047619047619047616,0.2,1.0,20.0,0.0
spain,1.0,0.05263157894736842,0.21739130434782608,1.0,18.0,0.0
sweden,1.0,0.21428571428571427,0.5769230769230769,6.0,22.0,0.0
switzerland,1.0,0.375,0.75,9.0,15.0,0.0
turkey,0.6666666666666666,0.14285714285714285,0.38461538461538464,2.0,12.0,1.0
united-kingdom,1.0,0.20833333333333334,0.5681818181818182,5.0,19.0,0.0
united-states,0.9,0.5,0.7758620689655172,9.0,9.0,1.0
aggregate,0.9369369369369369,0.17537942664418213,0.5014464802314368,104.0,489.0,7.0
