,recall,precision,fscore,tp,fp,fn
australia,1.0,0.034482758620689655,0.15151515151515152,1.0,28.0,0.0
austria,1.0,0.03571428571428571,0.15625,1.0,27.0,0.0
belgium,1.0,0.18518518518518517,0.5319148936170213,5.0,22.0,0.0
canada,1.0,0.03225806451612903,0.14285714285714285,1.0,30.0,0.0
denmark,1.0,0.2857142857142857,0.6666666666666666,8.0,20.0,0.0
finland,1.0,0.21428571428571427,0.5769230769230769,6.0,22.0,0.0
france,0.8571428571428571,0.375,0.6818181818181818,6.0,10.0,1.0
germany,0.7142857142857143,0.5,0.6578947368421053,5.0,5.0,2.0
greece,1.0,0.045454545454545456,0.19230769230769232,1.0,21.0,0.0
iceland,0.0,0.0,0.0,0.0,26.0,1.0
ireland,1.0,0.2,0.5555555555555556,7.0,28.0,0.0
italy,0.5,0.045454545454545456,0.16666666666666666,1.0,21.0,1.0
japan,0.75,0.15789473684210525,0.42857142857142855,3.0,16.0,1.0
luxembourg,1.0,0.25,0.625,6.0,18.0,0.0
netherlands,1.0,0.2608695652173913,0.6382978723404256,6.0,17.0,0.0
new-zealand,1.0,0.20833333333333334,0.5681818181818182,5.0,19.0,0.0
norway,1.0,0.2,0.5555555555555556,5.0,20.0,0.0
portugal,1.0,0.05,0.20833333333333334,1.0,19.0,0.0
spain,1.0,0.05555555555555555,0.22727272727272727,1.0,17.0,0.0
sweden,1.0,0.18518518518518517,0.5319148936170213,5.0,22.0,0.0
switzerland,1.0,0.2916666666666667,0.6730769230769231,7.0,17.0,0.0
turkey,1.0,0.2,0.5555555555555556,3.0,12.0,0.0
united-kingdom,1.0,0.19047619047619047,0.5405405405405406,4.0,17.0,0.0
united-states,0.9166666666666666,0.6875,0.859375,11.0,5.0,1.0
aggregate,0.9339622641509434,0.1774193548387097,0.5040733197556008,99.0,459.0,7.0
