,recovery,shortfall,resilient,vulnerable,undermine,force,hurt,strain,enable,severely,unexpectedly,writedowns,illiquid,deterioration,contraction,deficit,mitigate,erosion,aggravate,jeopardise,pose,gloomy,bad,successfully,dent,suffer,positively,unease,successful,damage,downgrade,fear,comfortable,discourage,closure,adequately,negative,difficult,buoyant,recover,favorable,favourably,rebound,improve,adversely,drag,stabilise,healthy,improvement,repercussion,enhance,threaten,spiral,stress,erode,profits,solid,impairment,abrupt,sound,adverse,struggle,challenge,deteriorate,danger,destabilise,question,benign,able,expose,stagnate,weakness,buoyancy,positive,success,burden,exacerbate,turbulent,risky,lose,worsen,inability,stabilize,unable,fragility,confident,costly,resilience,squeeze
1980-01,0.00877470078270331,0.00877470078270331,0.06142290547892317,0.0,0.0,0.00877470078270331,0.026324102348109932,0.00877470078270331,0.19304341721947282,0.00877470078270331,0.0,0.0,0.0,0.00877470078270331,0.00877470078270331,0.00877470078270331,0.00877470078270331,0.01754940156540662,0.00877470078270331,0.0,0.0,0.0,0.00877470078270331,0.01754940156540662,0.01754940156540662,0.03509880313081324,0.0,0.00877470078270331,0.00877470078270331,0.00877470078270331,0.0,0.01754940156540662,0.0,0.0,0.026324102348109932,0.0,0.0,0.01754940156540662,0.06142290547892317,0.0,0.0,0.0,0.00877470078270331,0.07019760626162648,0.0,0.0,0.0,0.10529640939243973,0.06142290547892317,0.00877470078270331,0.00877470078270331,0.00877470078270331,0.0,0.0,0.01754940156540662,0.0,0.06142290547892317,0.0,0.0,0.00877470078270331,0.0,0.00877470078270331,0.0,0.01754940156540662,0.0,0.0,0.026324102348109932,0.0,0.19304341721947282,0.01754940156540662,0.0,0.00877470078270331,0.0,0.06142290547892317,0.07019760626162648,0.00877470078270331,0.01754940156540662,0.0,0.00877470078270331,0.01754940156540662,0.00877470078270331,0.00877470078270331,0.0,0.0,0.0,0.01754940156540662,0.00877470078270331,0.026324102348109932,0.00877470078270331
1980-02,0.011850306922949305,0.0,0.011850306922949305,0.011850306922949305,0.0,0.011850306922949305,0.0,0.0,0.16590429692129027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011850306922949305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011850306922949305,0.011850306922949305,0.0,0.011850306922949305,0.0,0.0,0.0,0.011850306922949305,0.0,0.0,0.0,0.0,0.02370061384589861,0.0,0.0,0.0,0.035550920768847916,0.02370061384589861,0.0,0.0,0.011850306922949305,0.0,0.0,0.0,0.0,0.011850306922949305,0.0,0.0,0.0,0.0,0.0,0.011850306922949305,0.0,0.011850306922949305,0.0,0.0,0.0,0.16590429692129027,0.011850306922949305,0.011850306922949305,0.0,0.0,0.011850306922949305,0.02370061384589861,0.011850306922949305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011850306922949305,0.0,0.0,0.0
1980-03,0.0,0.5076142131979696,0.2538071065989848,0.0,0.0,0.0,0.0,0.0,0.2538071065989848,0.0,0.0,0.2538071065989848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2538071065989848,0.0,0.0,0.0,0.0,0.0,0.2538071065989848,0.0,0.7614213197969544,0.0,0.2538071065989848,0.0,0.0,0.2538071065989848,0.0,0.0,0.0,0.0,0.2538071065989848,0.2538071065989848,0.0,0.2538071065989848,0.0,0.0,0.0,0.7614213197969544,0.2538071065989848,0.0,0.0,0.0,0.2538071065989848,0.0,0.0,0.0,0.5076142131979696,0.2538071065989848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2538071065989848,0.0,0.2538071065989848,0.0,0.0,0.0,0.0,0.2538071065989848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2538071065989848,0.0,0.0,0.0,0.2538071065989848,0.0,0.0,0.0
1980-04,0.1475203175710109,0.026821875922001984,0.026821875922001984,0.0,0.0,0.013410937961000992,0.0,0.033527344902502476,0.1341093796100099,0.013410937961000992,0.0,0.006705468980500496,0.0,0.013410937961000992,0.020116406941501488,0.04693828286350347,0.0,0.006705468980500496,0.0,0.0,0.006705468980500496,0.0,0.0,0.013410937961000992,0.006705468980500496,0.0,0.013410937961000992,0.0,0.013410937961000992,0.0,0.006705468980500496,0.0,0.0,0.006705468980500496,0.020116406941501488,0.013410937961000992,0.026821875922001984,0.0,0.033527344902502476,0.0,0.026821875922001984,0.026821875922001984,0.0,0.1944586004345144,0.013410937961000992,0.0,0.013410937961000992,0.10728750368800795,0.20116406941501488,0.013410937961000992,0.026821875922001984,0.006705468980500496,0.0,0.0,0.006705468980500496,0.006705468980500496,0.020116406941501488,0.006705468980500496,0.0,0.020116406941501488,0.020116406941501488,0.0,0.033527344902502476,0.020116406941501488,0.04023281388300297,0.0,0.0,0.026821875922001984,0.11399297266850843,0.0,0.020116406941501488,0.013410937961000992,0.0,0.04693828286350347,0.04693828286350347,0.04023281388300297,0.0,0.0,0.0,0.013410937961000992,0.020116406941501488,0.0,0.006705468980500496,0.0,0.0,0.0,0.006705468980500496,0.013410937961000992,0.0
1980-05,0.038527108636814585,0.0,0.01926355431840729,0.0,0.0,0.0,0.0,0.0,0.15410843454725834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009631777159203646,0.028895331477610937,0.0,0.0,0.0,0.01926355431840729,0.0,0.0,0.0,0.0,0.04815888579601823,0.0,0.0,0.0,0.028895331477610933,0.04815888579601823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01926355431840729,0.0,0.0,0.01926355431840729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15410843454725834,0.0,0.0,0.0,0.0,0.01926355431840729,0.07705421727362917,0.009631777159203646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038527108636814585,0.0
1980-06,0.2990788371814811,0.11963153487259243,0.41871037205407347,0.05981576743629621,0.11963153487259243,1.196315348725924,0.17944730230888864,0.299078837181481,1.5552099533437018,0.1794473023088886,0.11963153487259243,0.0,0.0,0.05981576743629621,0.05981576743629621,0.1794473023088886,0.0,0.11963153487259243,0.05981576743629621,0.17944730230888864,0.11963153487259243,0.05981576743629621,0.05981576743629621,0.41871037205407347,0.23926306974518485,0.23926306974518483,0.0,0.3588946046177772,0.41871037205407335,0.17944730230888864,0.1196315348725924,0.5981576743629621,0.05981576743629621,0.17944730230888864,0.0,0.1794473023088886,0.0,0.41871037205407347,0.41871037205407347,0.1196315348725924,0.0,0.0,0.0,1.4355784184711091,0.05981576743629621,0.05981576743629621,0.1196315348725924,1.6748414882162939,1.1963153487259242,0.11963153487259243,0.5981576743629622,1.435578418471109,0.05981576743629621,0.0,0.17944730230888864,0.0,0.5383419069266658,0.0,0.17944730230888864,0.0,0.1794473023088886,0.538341906926666,0.4785261394903697,0.05981576743629621,0.7177892092355544,0.05981576743629621,0.3588946046177772,0.0,0.8972365115444431,0.29907883718148104,0.11963153487259243,0.11963153487259243,0.2990788371814811,0.3588946046177772,0.5383419069266658,0.598157674362962,0.11963153487259243,0.0,0.0,0.3588946046177772,0.23926306974518483,0.05981576743629621,0.1196315348725924,0.41871037205407347,0.05981576743629621,0.05981576743629621,0.05981576743629621,0.3588946046177772,0.0
1980-07,0.025435368728062,0.025435368728061986,0.025435368728062,0.0,0.0,0.0,0.0,0.008478456242687329,0.13565529988299732,0.0,0.0,0.016956912485374658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008478456242687329,0.0,0.0,0.0,0.03391382497074933,0.0,0.0,0.0,0.03391382497074933,0.0,0.0,0.033913824970749316,0.0,0.0,0.0,0.03391382497074933,0.0,0.008478456242687329,0.008478456242687329,0.0,0.04239228121343666,0.0,0.0,0.0,0.04239228121343666,0.03391382497074933,0.0,0.016956912485374658,0.0,0.0,0.0,0.0,0.0,0.025435368728062,0.016956912485374658,0.0,0.016956912485374658,0.0,0.0,0.016956912485374658,0.0,0.016956912485374658,0.0,0.025435368728062,0.008478456242687329,0.13565529988299732,0.0,0.0,0.0,0.0,0.03391382497074933,0.059349193698811316,0.03391382497074933,0.008478456242687329,0.0,0.0,0.008478456242687329,0.0,0.0,0.0,0.0,0.0,0.016956912485374658,0.0,0.033913824970749316,0.0
1980-08,0.04902201088288641,0.04902201088288641,0.016340670294295468,0.0,0.0,0.04902201088288641,0.016340670294295468,0.032681340588590936,0.13072536235436377,0.0,0.0,0.032681340588590936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032681340588590936,0.0,0.032681340588590936,0.0,0.0,0.0,0.016340670294295468,0.016340670294295468,0.0,0.016340670294295468,0.016340670294295468,0.032681340588590936,0.0,0.0,0.0,0.0,0.016340670294295468,0.016340670294295468,0.032681340588590936,0.0,0.016340670294295468,0.016340670294295468,0.0,0.016340670294295468,0.0,0.0,0.0,0.09804402176577282,0.032681340588590936,0.0,0.0,0.032681340588590936,0.0,0.0,0.0,0.0,0.016340670294295468,0.032681340588590936,0.0,0.032681340588590936,0.0,0.032681340588590936,0.032681340588590936,0.016340670294295468,0.032681340588590936,0.0,0.032681340588590936,0.016340670294295468,0.1143846920600683,0.0,0.016340670294295468,0.016340670294295468,0.016340670294295468,0.032681340588590936,0.04902201088288641,0.032681340588590936,0.0,0.0,0.0,0.016340670294295468,0.0,0.016340670294295468,0.0,0.032681340588590936,0.0,0.04902201088288641,0.016340670294295468,0.04902201088288641,0.0
1980-09,0.040044983865208585,0.03337081988767382,0.0367079018764412,0.0033370819887673818,0.0,0.006674163977534764,0.010011245966302146,0.0,0.19021367335974076,0.0,0.0,0.03337081988767382,0.0,0.0,0.0,0.0033370819887673818,0.0,0.0,0.0,0.0,0.0,0.0,0.0033370819887673818,0.0,0.006674163977534764,0.0,0.0,0.0033370819887673818,0.0033370819887673818,0.0066741639775347635,0.0,0.0033370819887673818,0.0033370819887673818,0.0,0.026696655910139054,0.0,0.0033370819887673818,0.0,0.0367079018764412,0.0,0.0,0.0,0.0,0.06340455778658026,0.0,0.0,0.0,0.04004498386520858,0.06006747579781288,0.0033370819887673818,0.010011245966302146,0.006674163977534764,0.0,0.0,0.0,0.0066741639775347635,0.0367079018764412,0.03337081988767382,0.0,0.02002249193260429,0.0,0.0033370819887673818,0.013348327955069527,0.0,0.01668540994383691,0.0,0.0033370819887673818,0.0,0.19021367335974076,0.0,0.0,0.0,0.0,0.0367079018764412,0.06674163977534764,0.06006747579781288,0.0,0.0,0.0,0.0066741639775347635,0.0,0.0,0.0,0.0066741639775347635,0.0,0.0,0.0,0.03337081988767382,0.0
1980-10,0.02924617971777436,0.02924617971777436,0.02924617971777436,0.0,0.0,0.01462308985888718,0.0,0.0,0.14623089858887184,0.0,0.0,0.02924617971777436,0.0,0.0,0.0,0.0,0.01462308985888718,0.0,0.0,0.0,0.0,0.0,0.01462308985888718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02924617971777436,0.0,0.0,0.0,0.01462308985888718,0.0,0.0,0.0,0.02924617971777436,0.0,0.0,0.0,0.0,0.02924617971777436,0.0,0.0,0.0,0.04386926957666154,0.02924617971777436,0.0,0.0,0.0,0.0,0.0,0.0,0.01462308985888718,0.02924617971777436,0.02924617971777436,0.0,0.0,0.0,0.0,0.02924617971777436,0.0,0.01462308985888718,0.0,0.0,0.0,0.14623089858887184,0.0,0.0,0.0,0.0,0.02924617971777436,0.01462308985888718,0.10236162901221026,0.0,0.0,0.0,0.02924617971777436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
