,recovery,shortfall,resilient,vulnerable,undermine,force,hurt,strain,enable,severely,unexpectedly,writedowns,illiquid,deterioration,contraction,deficit,mitigate,erosion,aggravate,jeopardise,pose,gloomy,bad,successfully,dent,suffer,positively,unease,successful,damage,downgrade,fear,comfortable,discourage,closure,adequately,negative,difficult,buoyant,recover,favorable,favourably,rebound,improve,adversely,drag,stabilise,healthy,improvement,repercussion,enhance,threaten,spiral,stress,erode,profits,solid,impairment,abrupt,sound,adverse,struggle,challenge,deteriorate,danger,destabilise,question,benign,able,expose,stagnate,weakness,buoyancy,positive,success,burden,exacerbate,turbulent,risky,lose,worsen,inability,stabilize,unable,fragility,confident,costly,resilience,squeeze
1980-01,0.0,0.2545824847250509,0.5091649694501018,0.0,0.0,0.5091649694501018,0.5091649694501018,0.2545824847250509,0.7637474541751528,0.2545824847250509,0.0,0.0,0.0,0.2545824847250509,0.2545824847250509,0.2545824847250509,0.2545824847250509,0.5091649694501018,0.2545824847250509,0.0,0.0,0.0,0.0,0.5091649694501018,0.2545824847250509,0.7637474541751528,0.0,0.2545824847250509,0.2545824847250509,0.0,0.0,0.5091649694501018,0.0,0.0,0.0,0.5091649694501018,0.0,0.5091649694501018,0.5091649694501018,0.0,0.0,0.0,0.2545824847250509,0.5091649694501018,0.0,0.0,0.0,2.291242362525458,0.2545824847250509,0.2545824847250509,0.2545824847250509,0.2545824847250509,0.0,0.0,0.2545824847250509,0.0,0.5091649694501018,0.0,0.0,0.0,0.0,0.2545824847250509,0.2545824847250509,0.5091649694501018,0.2545824847250509,0.0,0.7637474541751528,0.0,0.7637474541751528,0.2545824847250509,0.0,0.2545824847250509,0.0,0.5091649694501018,0.0,0.2545824847250509,0.2545824847250509,0.0,0.2545824847250509,0.7637474541751528,0.2545824847250509,0.2545824847250509,0.0,0.2545824847250509,0.0,0.7637474541751528,0.2545824847250509,0.0,0.2545824847250509
1980-02,0.0,0.0,0.13107877834578582,0.0,0.0,0.13107877834578582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13107877834578582,0.0,0.0,0.13107877834578582,0.0,0.0,0.0,0.0,0.26215755669157165,0.0,0.0,0.13107877834578582,0.13107877834578582,0.13107877834578582,0.0,0.26215755669157165,0.0,0.0,0.13107877834578582,0.0,0.0,0.13107877834578582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13107877834578582,0.0,0.0,0.0,0.0,0.13107877834578582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26215755669157165,0.0,0.0,0.0
1980-03,0.0,0.9140767824497256,1.8281535648994511,0.0,0.0,1.8281535648994516,0.0,0.0,0.0,0.0,0.0,0.9140767824497256,0.0,0.0,0.0,0.0,0.0,0.9140767824497256,0.0,0.0,0.0,0.0,0.0,0.0,0.9140767824497256,0.9140767824497256,0.0,0.0,0.9140767824497256,0.0,0.9140767824497256,0.9140767824497256,0.9140767824497256,0.0,0.0,0.0,0.0,0.0,0.9140767824497256,0.9140767824497256,0.9140767824497256,0.0,0.9140767824497256,2.742230347349177,0.0,0.0,0.9140767824497256,3.6563071297989027,2.742230347349177,0.0,0.0,1.8281535648994516,0.0,0.0,0.9140767824497256,0.0,1.8281535648994511,0.9140767824497256,0.0,0.0,0.0,0.0,0.0,0.9140767824497256,0.0,0.0,0.0,0.0,0.0,0.9140767824497256,0.0,0.9140767824497256,0.0,0.9140767824497256,0.0,0.0,0.0,0.0,0.0,1.8281535648994511,0.9140767824497256,0.0,0.0,0.9140767824497256,0.0,0.9140767824497256,0.0,0.0,0.0
1980-04,0.0,0.12363996043521268,0.0,0.0,0.0,0.0,0.0,0.0,0.24727992087042536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12363996043521268,0.0,0.0,0.0,0.0,0.0,0.0,0.24727992087042536,0.0,0.0,0.0,0.12363996043521268,0.12363996043521268,0.0,0.0,0.12363996043521268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12363996043521268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12363996043521268,0.0,0.0,0.0,0.24727992087042536,0.0,0.0,0.0,0.0,0.0,0.0,0.12363996043521268,0.0,0.0,0.0,0.0,0.0,0.12363996043521268,0.0,0.12363996043521268,0.0,0.12363996043521268,0.0,0.0,0.0
1980-05,0.0,0.0,0.0,0.0,0.0,1.0359116022099448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3453038674033149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3812154696132597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3453038674033149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1980-06,0.30860625699186056,0.23145469274389538,0.23145469274389535,0.11572734637194769,0.07715156424796513,0.617212513983721,0.07715156424796513,0.5786367318597385,1.2344250279674422,0.07715156424796513,0.0,0.07715156424796513,0.0,0.15430312849593025,0.1928789106199128,0.11572734637194769,0.15430312849593025,0.1928789106199128,0.03857578212398256,0.11572734637194769,0.15430312849593025,0.0,0.03857578212398256,0.15430312849593025,0.1928789106199128,0.07715156424796513,0.0,0.3471820391158431,0.15430312849593025,0.1928789106199128,0.27003047486787796,0.6943640782316862,0.0,0.15430312849593025,0.07715156424796513,0.2314546927438954,0.03857578212398256,0.42433360336380826,0.1928789106199128,0.0,0.03857578212398256,0.0,0.0,1.080121899471512,0.07715156424796513,0.23145469274389535,0.07715156424796513,1.5430312849593024,0.887242988851599,0.03857578212398256,0.5014851676117733,0.9258187709755816,0.07715156424796513,0.0,0.11572734637194769,0.0,0.2700304748678779,0.07715156424796513,0.11572734637194769,0.0,0.11572734637194769,0.6557882961077036,0.6557882961077036,0.38575782123982555,0.8872429888515989,0.11572734637194769,0.5400609497357559,0.0,0.6943640782316861,0.15430312849593025,0.27003047486787796,0.23145469274389535,0.11572734637194769,0.15430312849593025,0.42433360336380815,0.9258187709755816,0.03857578212398256,0.0,0.0,0.617212513983721,0.30860625699186045,0.1157273463719477,0.03857578212398256,0.27003047486787796,0.03857578212398256,0.3086062569918605,0.15430312849593025,0.15430312849593025,0.07715156424796513
1980-07,0.2704456945045435,0.3245348334054522,0.43271311120726963,0.0540891389009087,0.0,0.7572479446127218,0.0,0.1622674167027261,0.7572479446127218,0.1081782778018174,0.1081782778018174,0.2704456945045435,0.0540891389009087,0.2704456945045435,0.37862397230636086,0.0,0.1622674167027261,0.2704456945045435,0.0,0.0,0.1081782778018174,0.0540891389009087,0.1081782778018174,0.0540891389009087,0.1081782778018174,0.1081782778018174,0.0,0.4327131112072696,0.0540891389009087,0.0540891389009087,0.4868022501081783,0.8113370835136304,0.0540891389009087,0.1081782778018174,0.0540891389009087,0.1622674167027261,0.0540891389009087,0.2163565556036348,0.5408913890090871,0.2704456945045435,0.1081782778018174,0.0540891389009087,0.1622674167027261,0.919515361315448,0.1081782778018174,0.1081782778018174,0.48680225010817824,1.2981393336218088,0.5949805279099957,0.0,0.37862397230636086,0.919515361315448,0.0,0.0,0.0,0.0,0.43271311120726963,0.2704456945045435,0.1622674167027261,0.0,0.1081782778018174,0.37862397230636086,0.2704456945045435,0.37862397230636086,0.43271311120726963,0.1081782778018174,0.6490696668109044,0.0540891389009087,0.5949805279099957,0.1622674167027261,0.2704456945045435,0.0540891389009087,0.2704456945045435,0.4868022501081783,0.37862397230636086,0.2163565556036348,0.0540891389009087,0.0,0.0540891389009087,0.7031588057118131,0.2704456945045435,0.1622674167027261,0.2163565556036348,0.2163565556036348,0.0540891389009087,0.3245348334054522,0.0,0.2704456945045435,0.2704456945045435
1980-08,0.454489112919886,0.28922034458538204,0.247903152501756,0.289220344585382,0.0,1.4047845308432843,0.20658596041813,0.165268768334504,0.8676610337561459,0.082634384167252,0.0,0.041317192083626,0.0,0.123951576250878,0.289220344585382,0.41317192083626,0.0,0.123951576250878,0.0,0.0,0.041317192083626,0.12395157625087799,0.165268768334504,0.0,0.041317192083626,0.289220344585382,0.041317192083626,0.165268768334504,0.082634384167252,0.082634384167252,0.247903152501756,0.371854728752634,0.082634384167252,0.0,0.041317192083626,0.082634384167252,0.041317192083626,0.289220344585382,0.330537536669008,0.041317192083626,0.0,0.082634384167252,0.082634384167252,0.537123497087138,0.0,0.082634384167252,0.082634384167252,0.950295417923398,0.45448911291988603,0.082634384167252,0.24790315250175599,1.322150146676032,0.041317192083626,0.0,0.082634384167252,0.0,0.247903152501756,0.041317192083626,0.165268768334504,0.041317192083626,0.082634384167252,0.41317192083626,0.61975788125439,0.165268768334504,0.7023922654216419,0.041317192083626,0.661075073338016,0.0,0.7437094575052681,0.24790315250175599,0.12395157625087799,0.041317192083626,0.041317192083626,0.28922034458538204,0.289220344585382,0.20658596041813,0.12395157625087799,0.041317192083626,0.0,1.280832954592406,0.082634384167252,0.165268768334504,0.0,0.41317192083626,0.0,0.49580630500351197,0.082634384167252,0.20658596041813,0.20658596041813
1980-09,0.0,0.3015681544028951,0.15078407720144754,0.0,0.0,0.15078407720144754,0.0,0.3015681544028951,0.9047044632086853,0.0,0.15078407720144754,0.15078407720144754,0.0,0.15078407720144754,0.3015681544028951,0.3015681544028951,0.0,0.3015681544028951,0.0,0.15078407720144754,0.4523522316043426,0.0,0.4523522316043426,0.15078407720144754,0.0,0.0,0.0,0.3015681544028951,0.3015681544028951,0.0,0.6031363088057902,0.4523522316043426,0.0,0.0,0.0,0.15078407720144754,0.0,0.15078407720144754,0.0,0.0,0.0,0.0,0.0,0.6031363088057902,0.0,0.6031363088057902,0.0,0.6031363088057902,0.3015681544028951,0.15078407720144754,0.3015681544028951,0.3015681544028951,0.0,0.15078407720144754,0.0,0.0,0.0,0.15078407720144754,0.3015681544028951,0.0,0.15078407720144754,0.4523522316043426,0.9047044632086851,0.15078407720144754,0.7539203860072377,0.3015681544028951,1.0554885404101326,0.0,0.0,0.15078407720144754,0.0,0.15078407720144754,0.0,0.0,0.0,0.7539203860072377,0.0,0.0,0.0,0.7539203860072377,0.15078407720144754,0.0,0.0,0.15078407720144754,0.0,0.7539203860072377,0.15078407720144754,0.0,0.15078407720144754
1980-10,0.12051096649795133,0.0,0.0,0.0,0.0,0.24102193299590266,0.0,0.12051096649795133,0.0,0.0,0.12051096649795133,0.0,0.0,0.12051096649795133,0.12051096649795133,0.0,0.0,0.12051096649795133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12051096649795133,0.0,0.0,0.0,0.0,0.12051096649795133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12051096649795133,0.0,0.0,0.0,0.12051096649795133,0.12051096649795133,0.0,0.12051096649795133,0.24102193299590266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12051096649795133,0.12051096649795133,0.12051096649795133,0.12051096649795133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12051096649795133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12051096649795133
