,recall,precision,fscore,tp,fp,fn
australia,1.0,0.12,0.40540540540540543,3.0,22.0,0.0
austria,1.0,0.03571428571428571,0.15625,1.0,27.0,0.0
belgium,1.0,0.041666666666666664,0.17857142857142858,1.0,23.0,0.0
canada,1.0,0.08823529411764706,0.32608695652173914,3.0,31.0,0.0
denmark,0.5,0.08333333333333333,0.25,1.0,11.0,1.0
finland,1.0,0.08695652173913043,0.3225806451612903,2.0,21.0,0.0
france,1.0,0.18518518518518517,0.5319148936170213,5.0,22.0,0.0
germany,0.75,0.12,0.36585365853658536,3.0,22.0,1.0
greece,1.0,0.2222222222222222,0.5882352941176471,4.0,14.0,0.0
iceland,1.0,0.24,0.6122448979591837,6.0,19.0,0.0
ireland,1.0,0.06666666666666667,0.2631578947368421,2.0,28.0,0.0
italy,0.5,0.06666666666666667,0.21739130434782608,1.0,14.0,1.0
japan,1.0,0.15384615384615385,0.47619047619047616,4.0,22.0,0.0
netherlands,1.0,0.1111111111111111,0.38461538461538464,2.0,16.0,0.0
new-zealand,1.0,0.34782608695652173,0.7272727272727273,8.0,15.0,0.0
norway,1.0,0.19230769230769232,0.5434782608695652,5.0,21.0,0.0
portugal,1.0,0.045454545454545456,0.19230769230769232,1.0,21.0,0.0
spain,0.75,0.15,0.4166666666666667,3.0,17.0,1.0
sweden,1.0,0.15384615384615385,0.47619047619047616,4.0,22.0,0.0
switzerland,1.0,0.07692307692307693,0.29411764705882354,2.0,24.0,0.0
turkey,0.7777777777777778,0.3333333333333333,0.6140350877192983,7.0,14.0,2.0
united-kingdom,0.8888888888888888,0.42105263157894735,0.7272727272727273,8.0,11.0,1.0
united-states,1.0,0.42857142857142855,0.7894736842105263,6.0,8.0,0.0
aggregate,0.9213483146067416,0.1555977229601518,0.464326160815402,82.0,445.0,7.0
