,recall,precision,fscore,tp,fp,fn
australia,1.0,0.125,0.4166666666666667,3.0,21.0,0.0
austria,1.0,0.03571428571428571,0.15625,1.0,27.0,0.0
belgium,1.0,0.04,0.1724137931034483,1.0,24.0,0.0
canada,1.0,0.09375,0.3409090909090909,3.0,29.0,0.0
denmark,0.5,0.08333333333333333,0.25,1.0,11.0,1.0
finland,1.0,0.09090909090909091,0.3333333333333333,2.0,20.0,0.0
france,1.0,0.18518518518518517,0.5319148936170213,5.0,22.0,0.0
germany,0.75,0.12,0.36585365853658536,3.0,22.0,1.0
greece,1.0,0.23529411764705882,0.6060606060606061,4.0,13.0,0.0
iceland,0.75,0.14285714285714285,0.40540540540540543,3.0,18.0,1.0
ireland,1.0,0.125,0.4166666666666667,4.0,28.0,0.0
italy,0.5,0.0625,0.20833333333333334,1.0,15.0,1.0
japan,1.0,0.16,0.4878048780487805,4.0,21.0,0.0
netherlands,1.0,0.10526315789473684,0.37037037037037035,2.0,17.0,0.0
new-zealand,1.0,0.3181818181818182,0.7,7.0,15.0,0.0
norway,1.0,0.19230769230769232,0.5434782608695652,5.0,21.0,0.0
portugal,1.0,0.05,0.20833333333333334,1.0,19.0,0.0
spain,0.75,0.15,0.4166666666666667,3.0,17.0,1.0
sweden,1.0,0.16,0.4878048780487805,4.0,21.0,0.0
switzerland,1.0,0.08333333333333333,0.3125,2.0,22.0,0.0
turkey,0.7777777777777778,0.3684210526315789,0.6363636363636364,7.0,12.0,2.0
united-kingdom,0.8888888888888888,0.4444444444444444,0.7407407407407407,8.0,10.0,1.0
united-states,1.0,0.42857142857142855,0.7894736842105263,6.0,8.0,0.0
aggregate,0.9090909090909091,0.15594541910331383,0.4624277456647399,80.0,433.0,8.0
