,recall,precision,fscore,tp,fp,fn
australia,1.0,0.04,0.1724137931034483,1.0,24.0,0.0
austria,1.0,0.041666666666666664,0.17857142857142858,1.0,23.0,0.0
belgium,1.0,0.045454545454545456,0.19230769230769232,1.0,21.0,0.0
canada,1.0,0.12903225806451613,0.425531914893617,4.0,27.0,0.0
denmark,0.5,0.07142857142857142,0.22727272727272727,1.0,13.0,1.0
finland,1.0,0.06896551724137931,0.2702702702702703,2.0,27.0,0.0
france,1.0,0.19230769230769232,0.5434782608695652,5.0,21.0,0.0
germany,0.75,0.11538461538461539,0.35714285714285715,3.0,23.0,1.0
greece,1.0,0.25,0.625,3.0,9.0,0.0
iceland,1.0,0.18518518518518517,0.5319148936170213,5.0,22.0,0.0
ireland,1.0,0.10714285714285714,0.375,3.0,25.0,0.0
italy,0.5,0.0625,0.20833333333333334,1.0,15.0,1.0
japan,1.0,0.17391304347826086,0.5128205128205128,4.0,19.0,0.0
netherlands,1.0,0.13636363636363635,0.4411764705882353,3.0,19.0,0.0
new-zealand,1.0,0.37037037037037035,0.746268656716418,10.0,17.0,0.0
norway,1.0,0.14814814814814814,0.46511627906976744,4.0,23.0,0.0
portugal,1.0,0.09523809523809523,0.3448275862068966,2.0,19.0,0.0
spain,0.8,0.2,0.5,4.0,16.0,1.0
sweden,1.0,0.1111111111111111,0.38461538461538464,3.0,24.0,0.0
switzerland,1.0,0.08,0.30303030303030304,2.0,23.0,0.0
turkey,0.9,0.391304347826087,0.7142857142857143,9.0,14.0,1.0
united-kingdom,0.8888888888888888,0.4,0.7142857142857143,8.0,12.0,1.0
united-states,1.0,0.5555555555555556,0.8620689655172413,5.0,4.0,0.0
aggregate,0.9333333333333333,0.16030534351145037,0.4751131221719457,84.0,440.0,6.0
