,recall,precision,fscore,tp,fp,fn
australia,1.0,0.12,0.40540540540540543,3.0,22.0,0.0
austria,1.0,0.034482758620689655,0.15151515151515152,1.0,28.0,0.0
belgium,1.0,0.038461538461538464,0.16666666666666666,1.0,25.0,0.0
canada,1.0,0.09090909090909091,0.3333333333333333,3.0,30.0,0.0
denmark,0.5,0.07692307692307693,0.23809523809523808,1.0,12.0,1.0
finland,1.0,0.12,0.40540540540540543,3.0,22.0,0.0
france,1.0,0.18518518518518517,0.5319148936170213,5.0,22.0,0.0
germany,0.5,0.041666666666666664,0.15625,1.0,23.0,1.0
greece,1.0,0.26666666666666666,0.6451612903225806,4.0,11.0,0.0
iceland,0.6666666666666666,0.10526315789473684,0.3225806451612903,2.0,17.0,1.0
ireland,1.0,0.11764705882352941,0.4,4.0,30.0,0.0
italy,0.5,0.058823529411764705,0.2,1.0,16.0,1.0
japan,1.0,0.14285714285714285,0.45454545454545453,4.0,24.0,0.0
netherlands,1.0,0.1,0.35714285714285715,2.0,18.0,0.0
new-zealand,1.0,0.3333333333333333,0.7142857142857143,7.0,14.0,0.0
norway,1.0,0.19230769230769232,0.5434782608695652,5.0,21.0,0.0
portugal,1.0,0.05,0.20833333333333334,1.0,19.0,0.0
spain,0.75,0.13636363636363635,0.39473684210526316,3.0,19.0,1.0
sweden,1.0,0.15384615384615385,0.47619047619047616,4.0,22.0,0.0
switzerland,1.0,0.038461538461538464,0.16666666666666666,1.0,25.0,0.0
turkey,0.75,0.42857142857142855,0.6521739130434783,6.0,8.0,2.0
united-kingdom,0.8888888888888888,0.42105263157894735,0.7272727272727273,8.0,11.0,1.0
united-states,1.0,0.7142857142857143,0.9259259259259259,5.0,2.0,0.0
aggregate,0.9036144578313253,0.14534883720930233,0.44221698113207547,75.0,441.0,8.0
