,recall,precision,fscore,tp,fp,fn
austria,1.0,0.09090909090909091,0.3333333333333333,2.0,20.0,0.0
belgium,1.0,0.08333333333333333,0.3125,2.0,22.0,0.0
bulgaria,1.0,0.058823529411764705,0.23809523809523808,1.0,16.0,0.0
cyprus,1.0,0.16666666666666666,0.5,5.0,25.0,0.0
czechia,0.0,0.0,0.0,0.0,21.0,1.0
germany,0.875,0.3888888888888889,0.7,7.0,11.0,1.0
denmark,1.0,0.2,0.5555555555555556,3.0,12.0,0.0
estonia,0.6666666666666666,0.09523809523809523,0.30303030303030304,2.0,19.0,1.0
spain,0.0,0.0,0.0,0.0,19.0,2.0
finland,1.0,0.17857142857142858,0.5208333333333334,5.0,23.0,0.0
france,1.0,0.21052631578947367,0.5714285714285714,4.0,15.0,0.0
greece,1.0,0.21428571428571427,0.5769230769230769,6.0,22.0,0.0
croatia,0.6666666666666666,0.2,0.45454545454545453,2.0,8.0,1.0
hungary,1.0,0.10526315789473684,0.37037037037037035,2.0,17.0,0.0
ireland,1.0,0.16666666666666666,0.5,5.0,25.0,0.0
italy,1.0,0.30434782608695654,0.6862745098039216,7.0,16.0,0.0
lithuania,1.0,0.3076923076923077,0.6896551724137931,4.0,9.0,0.0
luxembourg,1.0,0.08,0.30303030303030304,2.0,23.0,0.0
latvia,0.8571428571428571,0.3333333333333333,0.6521739130434783,6.0,12.0,1.0
netherlands,1.0,0.13043478260869565,0.42857142857142855,3.0,20.0,0.0
norway,1.0,0.11538461538461539,0.39473684210526316,3.0,23.0,0.0
poland,0.5,0.07142857142857142,0.22727272727272727,1.0,13.0,1.0
portugal,0.6666666666666666,0.09523809523809523,0.30303030303030304,2.0,19.0,1.0
romania,0.8571428571428571,0.35294117647058826,0.6666666666666666,6.0,11.0,1.0
sweden,1.0,0.2413793103448276,0.6140350877192983,7.0,22.0,0.0
slovenia,0.5,0.05555555555555555,0.19230769230769232,1.0,17.0,1.0
united-kingdom,0.875,0.25925925925925924,0.5932203389830508,7.0,20.0,1.0
aggregate,0.8878504672897196,0.16521739130434782,0.47357926221335994,95.0,480.0,12.0
