,recall,precision,fscore,tp,fp,fn
austria,1.0,0.07692307692307693,0.29411764705882354,2.0,24.0,0.0
belgium,1.0,0.07692307692307693,0.29411764705882354,2.0,24.0,0.0
bulgaria,0.0,0.0,0.0,0.0,20.0,1.0
cyprus,1.0,0.23076923076923078,0.6,6.0,20.0,0.0
czechia,0.0,0.0,0.0,0.0,18.0,1.0
germany,0.6,0.3333333333333333,0.5172413793103449,3.0,6.0,2.0
denmark,1.0,0.1875,0.5357142857142857,3.0,13.0,0.0
estonia,0.3333333333333333,0.05263157894736842,0.16129032258064516,1.0,18.0,2.0
spain,0.6666666666666666,0.125,0.35714285714285715,2.0,14.0,1.0
finland,1.0,0.21428571428571427,0.5769230769230769,6.0,22.0,0.0
france,1.0,0.25,0.625,6.0,18.0,0.0
greece,1.0,0.14814814814814814,0.46511627906976744,4.0,23.0,0.0
croatia,0.0,0.0,0.0,0.0,6.0,2.0
hungary,0.5,0.0625,0.20833333333333334,1.0,15.0,1.0
ireland,1.0,0.13333333333333333,0.43478260869565216,4.0,26.0,0.0
italy,1.0,0.25925925925925924,0.6363636363636364,7.0,20.0,0.0
lithuania,1.0,0.25,0.625,4.0,12.0,0.0
luxembourg,1.0,0.10714285714285714,0.375,3.0,25.0,0.0
latvia,1.0,0.38461538461538464,0.7575757575757576,5.0,8.0,0.0
netherlands,1.0,0.09523809523809523,0.3448275862068966,2.0,19.0,0.0
norway,0.5,0.041666666666666664,0.15625,1.0,23.0,1.0
poland,0.0,0.0,0.0,0.0,10.0,2.0
portugal,1.0,0.08333333333333333,0.3125,2.0,22.0,0.0
romania,0.5,0.16666666666666666,0.35714285714285715,2.0,10.0,2.0
sweden,1.0,0.16666666666666666,0.5,5.0,25.0,0.0
slovenia,0.5,0.0625,0.20833333333333334,1.0,15.0,1.0
united-kingdom,0.875,0.30434782608695654,0.6363636363636364,7.0,16.0,1.0
aggregate,0.8229166666666666,0.14337568058076225,0.42245989304812837,79.0,472.0,17.0
