,recall,precision,fscore,tp,fp,fn
albania,0.6666666666666666,0.17391304347826086,0.425531914893617,4.0,19.0,2.0
algeria,1.0,0.034482758620689655,0.15151515151515152,1.0,28.0,0.0
angola,0.6666666666666666,0.06060606060606061,0.2222222222222222,2.0,31.0,1.0
argentina,0.7272727272727273,0.27586206896551724,0.547945205479452,8.0,21.0,3.0
armenia,0.6,0.2727272727272727,0.4838709677419355,3.0,8.0,2.0
azerbaijan,0.0,0.0,0.0,0.0,24.0,1.0
belarus,1.0,0.3125,0.6944444444444444,5.0,11.0,0.0
bosnia-herzegovina,1.0,0.5333333333333333,0.851063829787234,8.0,7.0,0.0
brazil,0.7272727272727273,0.22857142857142856,0.5063291139240507,8.0,27.0,3.0
bulgaria,0.75,0.13043478260869565,0.38461538461538464,3.0,20.0,1.0
chile,0.375,0.11538461538461539,0.25862068965517243,3.0,23.0,5.0
china,0.0,0.0,0.0,0.0,35.0,1.0
colombia,0.7,0.20588235294117646,0.47297297297297297,7.0,27.0,3.0
costa-rica,0.625,0.16666666666666666,0.4032258064516129,5.0,25.0,3.0
croatia,1.0,0.10526315789473684,0.37037037037037035,2.0,17.0,0.0
dominican-republic,0.2,1.0,0.23809523809523808,1.0,0.0,4.0
ecuador,0.6,0.2727272727272727,0.4838709677419355,6.0,16.0,4.0
egypt,0.625,0.16129032258064516,0.3968253968253968,5.0,26.0,3.0
el-salvador,0.14285714285714285,0.09090909090909091,0.1282051282051282,1.0,10.0,6.0
georgia,1.0,0.1724137931034483,0.5102040816326531,5.0,24.0,0.0
guatemala,0.6666666666666666,0.25,0.5,6.0,18.0,3.0
hungary,0.8888888888888888,0.27586206896551724,0.6153846153846154,8.0,21.0,1.0
india,0.4,0.058823529411764705,0.18518518518518517,2.0,32.0,3.0
indonesia,0.75,0.1935483870967742,0.47619047619047616,6.0,25.0,2.0
jamaica,0.7272727272727273,0.2962962962962963,0.5633802816901409,8.0,19.0,3.0
jordan,0.8888888888888888,0.36363636363636365,0.6896551724137931,8.0,14.0,1.0
kazakhstan,1.0,0.045454545454545456,0.19230769230769232,1.0,21.0,0.0
latvia,1.0,0.52,0.8441558441558441,13.0,12.0,0.0
lithuania,0.6666666666666666,0.09523809523809523,0.30303030303030304,2.0,19.0,1.0
macedonia,1.0,0.35294117647058826,0.7317073170731707,6.0,11.0,0.0
mauritius,0.0,0.0,0.0,0.0,28.0,2.0
mexico,0.7894736842105263,0.5555555555555556,0.7281553398058253,15.0,12.0,4.0
morocco,0.6666666666666666,0.17142857142857143,0.4225352112676056,6.0,29.0,3.0
pakistan,0.6875,0.3142857142857143,0.5555555555555556,11.0,24.0,5.0
panama,0.5,0.21052631578947367,0.39215686274509803,4.0,15.0,4.0
paraguay,0.6666666666666666,0.14814814814814814,0.39215686274509803,4.0,23.0,2.0
peru,0.6428571428571429,0.36,0.5555555555555556,9.0,16.0,5.0
philippines,0.7692307692307693,0.3448275862068966,0.6172839506172839,10.0,19.0,3.0
poland,1.0,0.21875,0.5833333333333334,7.0,25.0,0.0
romania,0.9090909090909091,0.3225806451612903,0.6666666666666666,10.0,21.0,1.0
russia,1.0,0.20588235294117646,0.5645161290322581,7.0,27.0,0.0
serbia,0.8333333333333334,0.2631578947368421,0.5813953488372093,5.0,14.0,1.0
south-africa,0.6,0.09090909090909091,0.2830188679245283,3.0,30.0,2.0
sri-lanka,0.7692307692307693,0.4,0.6493506493506493,10.0,15.0,3.0
thailand,0.8333333333333334,0.15625,0.44642857142857145,5.0,27.0,1.0
tunisia,0.5,0.06666666666666667,0.21739130434782608,2.0,28.0,2.0
turkey,0.7272727272727273,0.1951219512195122,0.47058823529411764,8.0,33.0,3.0
ukraine,0.8888888888888888,0.32,0.6557377049180327,8.0,17.0,1.0
uruguay,0.5,0.2222222222222222,0.4,4.0,14.0,4.0
venezuela,0.75,0.09375,0.3125,3.0,29.0,1.0
vietnam,0.8,0.10526315789473684,0.3448275862068966,4.0,34.0,1.0
aggregate,0.723404255319149,0.20253164556962025,0.4776958201615736,272.0,1071.0,104.0
