,recall,precision,fscore,tp,fp,fn
albania,0.8333333333333334,0.22727272727272727,0.5434782608695652,5.0,17.0,1.0
algeria,0.0,0.0,0.0,0.0,18.0,1.0
angola,1.0,0.17391304347826086,0.5128205128205128,4.0,19.0,0.0
argentina,0.6363636363636364,0.23333333333333334,0.47297297297297297,7.0,23.0,4.0
armenia,0.3333333333333333,0.07142857142857142,0.19230769230769232,1.0,13.0,2.0
azerbaijan,0.0,0.0,0.0,0.0,11.0,1.0
belarus,0.0,0.0,0.0,0.0,10.0,2.0
bosnia-herzegovina,0.3333333333333333,0.25,0.3125,1.0,3.0,2.0
brazil,0.7272727272727273,0.32,0.5797101449275363,8.0,17.0,3.0
bulgaria,0.3333333333333333,0.07692307692307693,0.2,1.0,12.0,2.0
chile,0.375,0.125,0.26785714285714285,3.0,21.0,5.0
china,0.0,0.0,0.0,0.0,13.0,1.0
colombia,0.6666666666666666,0.21428571428571427,0.46875,6.0,22.0,3.0
costa-rica,0.4444444444444444,0.21052631578947367,0.36363636363636365,4.0,15.0,5.0
croatia,1.0,0.3125,0.6944444444444444,5.0,11.0,0.0
dominican-republic,0.4,0.5,0.4166666666666667,2.0,2.0,3.0
ecuador,0.5714285714285714,0.23529411764705882,0.4444444444444444,4.0,13.0,3.0
egypt,0.7142857142857143,0.2,0.4716981132075472,5.0,20.0,2.0
el-salvador,0.0,0.0,0.0,0.0,11.0,7.0
georgia,0.8333333333333334,0.20833333333333334,0.5208333333333334,5.0,19.0,1.0
guatemala,0.625,0.25,0.4807692307692308,5.0,15.0,3.0
hungary,0.5,0.08333333333333333,0.25,2.0,22.0,2.0
india,0.5,0.06896551724137931,0.2222222222222222,2.0,27.0,2.0
indonesia,0.0,0.0,0.0,0.0,27.0,3.0
jamaica,0.625,0.19230769230769232,0.43103448275862066,5.0,21.0,3.0
jordan,0.7272727272727273,0.38095238095238093,0.6153846153846154,8.0,13.0,3.0
kazakhstan,0.0,0.0,0.0,0.0,13.0,1.0
latvia,0.8333333333333334,0.29411764705882354,0.6097560975609756,5.0,12.0,1.0
lithuania,1.0,0.15384615384615385,0.47619047619047616,2.0,11.0,0.0
macedonia,1.0,0.46153846153846156,0.8108108108108109,6.0,7.0,0.0
mauritius,0.0,0.0,0.0,0.0,27.0,2.0
mexico,0.6666666666666666,0.47058823529411764,0.6153846153846154,8.0,9.0,4.0
morocco,0.75,0.28125,0.5625,9.0,23.0,3.0
pakistan,0.2222222222222222,0.1,0.17857142857142858,2.0,18.0,7.0
panama,0.42857142857142855,0.15,0.3125,3.0,17.0,4.0
paraguay,0.6,0.15,0.375,3.0,17.0,2.0
peru,0.625,0.5263157894736842,0.6024096385542169,10.0,9.0,6.0
philippines,0.5,0.16,0.3508771929824561,4.0,21.0,4.0
poland,0.3333333333333333,0.05,0.15625,1.0,19.0,2.0
romania,0.7777777777777778,0.35,0.625,7.0,13.0,2.0
russia,1.0,0.2777777777777778,0.6578947368421053,5.0,13.0,0.0
serbia,0.5,0.14285714285714285,0.3333333333333333,1.0,6.0,1.0
south-africa,0.5,0.06896551724137931,0.2222222222222222,2.0,27.0,2.0
sri-lanka,0.8666666666666667,0.48148148148148145,0.7471264367816092,13.0,14.0,2.0
thailand,0.6666666666666666,0.08,0.2702702702702703,2.0,23.0,1.0
tunisia,0.5,0.08333333333333333,0.25,2.0,22.0,2.0
turkey,0.2,0.045454545454545456,0.11904761904761904,1.0,21.0,4.0
ukraine,0.5,0.3333333333333333,0.45454545454545453,3.0,6.0,3.0
uruguay,0.2857142857142857,0.15384615384615385,0.24390243902439024,2.0,11.0,5.0
venezuela,0.6,0.125,0.3409090909090909,3.0,21.0,2.0
vietnam,0.8333333333333334,0.14285714285714285,0.423728813559322,5.0,30.0,1.0
aggregate,0.5928338762214984,0.1807348560079444,0.407158836689038,182.0,825.0,125.0
