,adverse,inability,possibly,severely,predict,warn,mitigate,suggest,deficit,erosion,danger,jeopardise,tell,sound,damage,gloomy,force,worsen,financial&contagious,downgrade,difficult,risk,concern,spiral,recover,confident,favourably,may,anxious,benign,costly,suffer,deteriorate,able,shortfall,abrupt,perhaps,depression,adequately,comfortable,afraid,healthy,illiquid,destabilise,impact,stabilize,financial&infect,think,closure,impairment,uncertain,stagnate,unexpectedly,aggravate,speak,deterioration,squeeze,profits,doubt,fear,adversely,discourage,maybe,contraction,advise,announce,successful,writedowns,lose,strain,bad,propose,buoyant,believe,vulnerable,improve,feel,enhance,pose,favorable,rebound,burden,undermine,decide,risky,stress,unsure,enable,success,terror,resilient,turbulent,erode,threaten,hint,stabilise,struggle,improvement,fragility,financial&hazard,dent,drag,clue,financial_crisis,solid,positively,challenge,negative,buoyancy,threat,weakness,repercussion,unable,recovery,successfully,question,expose,hurt,can,positive,resilience,unease,exacerbate,say
1980-01,0.0,0.26453626792233215,0.9523305645203958,0.05290725358446643,1.5872176075339928,1.111052325273795,0.10581450716893286,1.745939368287392,0.2116290143378657,0.15872176075339928,0.31744352150679855,0.0,1.2697740860271942,0.0,0.05290725358446643,0.0,1.0052378181048622,0.10581450716893286,,0.05290725358446643,0.10581450716893286,0.31744352150679855,0.31744352150679855,0.05290725358446643,0.10581450716893286,0.5290725358446643,0.0,5.343632612031111,0.26453626792233215,0.0,0.10581450716893286,0.21162901433786574,0.31744352150679855,0.6348870430135972,0.15872176075339928,0.0,1.4814031003650598,0.0,0.05290725358446643,0.05290725358446643,0.26453626792233215,0.5819797894291308,0.0,0.0,0.10581450716893286,0.05290725358446643,,0.8994233109359293,0.0,0.05290725358446643,0.05290725358446643,0.05290725358446643,0.1587217607533993,0.0,0.2116290143378657,0.15872176075339928,0.0,0.0,0.9523305645203959,0.4761652822601979,0.0,0.10581450716893286,0.6877942965980636,0.05290725358446643,0.31744352150679855,0.31744352150679855,0.0,0.05290725358446643,0.37035077509126496,0.15872176075339928,0.1587217607533993,0.8994233109359293,0.2116290143378657,1.4284958467805935,0.1587217607533993,0.74070155018253,1.1639595788582613,0.2116290143378657,0.26453626792233215,0.0,0.05290725358446643,0.4761652822601979,0.0,0.5290725358446643,0.05290725358446643,1.6401248611184593,0.2116290143378657,1.0052378181048622,0.26453626792233215,0.0,0.2116290143378657,0.0,0.0,0.4232580286757314,0.6877942965980636,0.10581450716893286,0.4232580286757314,0.6877942965980637,0.15872176075339928,,0.0,0.4232580286757314,0.26453626792233215,0.0,0.10581450716893286,0.15872176075339928,0.10581450716893286,0.10581450716893286,0.15872176075339928,0.05290725358446643,0.26453626792233215,0.10581450716893286,0.31744352150679855,0.05290725358446643,0.05290725358446643,0.4232580286757315,0.10581450716893286,0.0,9.999470927464156,0.15872176075339928,0.2116290143378657,0.26453626792233215,0.0,1.48140310036506
1980-02,0.0,0.3583458754389737,0.286676700351179,0.0,1.6842256145631764,1.397548914211998,0.3225112878950763,1.7200602021070739,0.2508421128072816,0.0,0.5016842256145632,0.035834587543897366,1.5767218519314847,0.0,0.035834587543897366,0.07166917508779473,0.21500752526338424,0.2508421128072816,,0.2866767003511789,0.1433383501755895,0.035834587543897366,0.25084211280728164,0.0,0.35834587543897367,0.4658496380706658,0.0,5.697699419479684,0.39418046298287107,0.10750376263169213,0.17917293771948686,0.21500752526338424,0.4300150505267684,0.7525263384218448,0.3941804629828711,0.035834587543897366,0.573353400702358,0.035834587543897366,0.10750376263169209,0.035834587543897366,0.035834587543897366,1.0033684512291265,0.035834587543897366,0.035834587543897366,0.07166917508779473,0.10750376263169209,,0.43001505052676847,0.07166917508779473,0.1433383501755895,0.21500752526338424,0.07166917508779473,0.43001505052676847,0.035834587543897366,0.07166917508779475,0.1433383501755895,0.07166917508779473,0.0,0.4300150505267684,0.4300150505267684,0.035834587543897366,0.1433383501755895,0.17917293771948686,0.10750376263169209,0.43001505052676836,0.7883609259657421,0.10750376263169212,0.1433383501755895,0.6450225757901527,0.17917293771948686,0.0,1.899233139826561,0.2508421128072816,1.4333835017558947,0.5016842256145632,1.2900451515803055,0.573353400702358,0.35834587543897367,0.286676700351179,0.0,0.2866767003511789,0.39418046298287107,0.035834587543897366,0.788360925965742,0.07166917508779473,1.7200602021070737,0.035834587543897366,1.5050526768436898,0.1433383501755895,0.0,0.2866767003511789,0.035834587543897366,0.21500752526338424,0.21500752526338424,0.4658496380706658,0.2508421128072816,0.3941804629828711,1.0033684512291263,0.035834587543897366,,0.07166917508779473,0.1433383501755895,0.035834587543897366,0.07166917508779473,0.10750376263169209,0.035834587543897366,0.43001505052676847,0.2508421128072816,0.035834587543897366,0.3225112878950763,0.17917293771948686,0.07166917508779473,0.39418046298287107,0.3941804629828711,0.17917293771948686,0.2508421128072816,0.07166917508779473,0.10750376263169212,11.144556726152086,0.17917293771948686,0.035834587543897366,0.1433383501755895,0.07166917508779473,1.5408872643875868
1980-03,0.08112273870365863,0.3650523241664638,0.6084205402774397,0.08112273870365863,1.0951569724993917,0.8517887563884156,0.20280684675914656,1.135718341851221,0.2433682161109759,0.040561369351829316,0.3650523241664638,0.040561369351829316,0.8112273870365863,0.08112273870365863,0.08112273870365863,0.040561369351829316,0.24336821611097587,0.3650523241664638,,0.12168410805548795,0.2839295854628052,0.0,0.3650523241664638,0.0,0.20280684675914656,0.5272978015737811,0.08112273870365863,6.408696357589033,0.28392958546280517,0.040561369351829316,0.040561369351829316,0.040561369351829316,0.3650523241664638,1.2168410805548795,0.44617506287012243,0.08112273870365863,0.6895432789810982,0.0,0.12168410805548795,0.12168410805548795,0.08112273870365863,1.257402449906709,0.040561369351829316,0.040561369351829316,0.3650523241664638,0.040561369351829316,,0.7301046483329275,0.12168410805548795,0.2028068467591466,0.08112273870365863,0.12168410805548795,0.6895432789810984,0.24336821611097587,0.0,0.08112273870365863,0.08112273870365863,0.0,0.6489819096292689,0.7301046483329277,0.12168410805548795,0.040561369351829316,0.3244909548146345,0.08112273870365863,0.44617506287012243,0.5678591709256104,0.08112273870365863,0.2028068467591466,0.648981909629269,0.20280684675914656,0.08112273870365863,1.541332035369514,0.24336821611097587,0.9329114950920742,0.3244909548146345,1.2168410805548795,0.6489819096292689,0.5272978015737811,0.20280684675914656,0.040561369351829316,0.20280684675914656,1.095156972499392,0.040561369351829316,0.648981909629269,0.16224547740731726,1.2168410805548795,0.12168410805548795,1.8658229901841485,0.40561369351829313,0.040561369351829316,0.20280684675914656,0.0,0.16224547740731726,0.16224547740731726,0.48673643222195173,0.24336821611097587,0.20280684675914656,0.9734728644439036,0.040561369351829316,,0.24336821611097587,0.12168410805548795,0.040561369351829316,0.08112273870365863,0.12168410805548795,0.0,0.28392958546280517,0.20280684675914656,0.040561369351829316,0.2839295854628052,0.16224547740731726,0.20280684675914656,0.4867364322219518,0.3650523241664638,0.2839295854628052,0.3244909548146345,0.16224547740731726,0.2839295854628052,12.37121765230794,0.20280684675914656,0.12168410805548795,0.2028068467591466,0.20280684675914656,1.2574024499067087
1980-04,0.1529051987767584,0.3058103975535168,0.49694189602446487,0.1146788990825688,1.8730886850152906,1.6055045871559632,0.191131498470948,1.7584097859327217,0.3440366972477064,0.1529051987767584,0.6498470948012233,0.0382262996941896,1.299694189602446,0.0,0.0382262996941896,0.0382262996941896,0.5351681957186544,0.1146788990825688,,0.0764525993883792,0.0382262996941896,0.0382262996941896,0.573394495412844,0.0,0.0382262996941896,0.5351681957186544,0.1529051987767584,6.383792048929664,0.34403669724770636,0.1529051987767584,0.2675840978593272,0.1146788990825688,0.22935779816513763,0.764525993883792,0.6116207951070336,0.0382262996941896,0.4969418960244648,0.0382262996941896,0.191131498470948,0.0764525993883792,0.1146788990825688,1.0321100917431194,0.0764525993883792,0.1146788990825688,0.1529051987767584,0.0382262996941896,,0.8792048929663607,0.191131498470948,0.26758409785932724,0.0764525993883792,0.191131498470948,0.30581039755351686,0.0764525993883792,0.1529051987767584,0.1529051987767584,0.1146788990825688,0.0382262996941896,0.7262996941896024,0.9174311926605504,0.0382262996941896,0.1146788990825688,0.22935779816513763,0.1529051987767584,0.4969418960244648,0.6880733944954128,0.3058103975535168,0.26758409785932724,0.4969418960244648,0.30581039755351686,0.0382262996941896,1.2996941896024463,0.191131498470948,1.452599388379205,0.45871559633027525,1.0321100917431192,0.764525993883792,0.2293577981651376,0.30581039755351686,0.1146788990825688,0.0764525993883792,1.146788990825688,0.0,0.6498470948012232,0.0764525993883792,1.6819571865443428,0.1529051987767584,1.5290519877675839,0.4204892966360856,0.0,0.22935779816513763,0.0,0.191131498470948,0.573394495412844,0.573394495412844,0.0764525993883792,0.4204892966360856,0.8792048929663607,0.2293577981651376,,0.191131498470948,0.42048929663608564,0.0,0.0382262996941896,0.26758409785932724,0.0382262996941896,0.3440366972477064,0.1529051987767584,0.2293577981651376,0.5351681957186544,0.3058103975535168,0.0382262996941896,0.42048929663608564,0.191131498470948,0.22935779816513763,0.191131498470948,0.191131498470948,0.0382262996941896,11.314984709480122,0.30581039755351686,0.3058103975535168,0.0764525993883792,0.1146788990825688,1.6055045871559632
1980-05,0.08017317405596087,0.7215585665036479,1.3629439589513348,0.0,2.325022047622866,2.164675699510944,0.4810390443357652,2.4051952216788264,0.7215585665036479,0.16034634811192175,0.8819049146155696,0.08017317405596087,1.8439830032871,0.0,0.08017317405596087,0.3206926962238435,1.0422512627274914,0.3206926962238435,,0.08017317405596087,0.5612122183917261,0.08017317405596087,0.5612122183917261,0.0,0.24051952216788264,0.40086587027980436,0.16034634811192175,9.13974184237954,1.0422512627274914,0.16034634811192175,0.08017317405596087,0.40086587027980436,0.5612122183917261,2.645714743846709,0.4810390443357653,0.0,1.9241561773430609,0.16034634811192175,0.08017317405596087,0.24051952216788264,0.3206926962238435,1.6034634811192174,0.0,0.08017317405596087,0.3206926962238435,0.0,,1.202597610839413,0.0,0.16034634811192175,0.3206926962238435,0.16034634811192175,0.9620780886715304,0.16034634811192175,0.3206926962238435,0.16034634811192175,0.08017317405596087,0.0,0.8819049146155695,0.7215585665036478,0.0,0.7215585665036479,0.9620780886715306,0.16034634811192175,0.4810390443357652,1.1224244367834522,0.24051952216788264,0.16034634811192175,0.6413853924476871,0.08017317405596087,0.0,1.7638098292311393,0.3206926962238435,2.565541569790748,0.5612122183917261,1.6836366551751785,1.1224244367834522,0.7215585665036479,0.7215585665036479,0.16034634811192175,0.08017317405596087,0.8819049146155696,0.08017317405596087,0.9620780886715304,0.08017317405596087,2.2448488735669048,0.16034634811192175,4.409524573077848,0.7215585665036479,0.0,0.3206926962238435,0.0,0.641385392447687,0.8819049146155697,1.202597610839413,0.0,1.0422512627274914,1.1224244367834522,0.24051952216788264,,0.08017317405596087,0.3206926962238435,0.0,0.08017317405596087,0.16034634811192175,0.08017317405596087,0.9620780886715304,0.4810390443357652,0.3206926962238435,1.2025976108394132,0.4810390443357653,0.24051952216788264,0.9620780886715307,1.5232903070632564,0.40086587027980436,0.4810390443357652,0.40086587027980436,0.08017317405596087,20.764852080493867,0.40086587027980436,0.4810390443357653,0.2405195221678826,0.24051952216788264,2.485368395734787
1980-06,0.09944559083111652,0.32319817020112873,0.39778236332446604,0.02486139770777913,1.466822464758969,0.9695945106033863,0.09944559083111652,1.4668224647589692,0.2734753747855705,0.09944559083111652,0.29833677249334956,0.07458419312333739,0.9944559083111654,0.0,0.02486139770777913,0.04972279541555826,0.5966735449866991,0.32319817020112873,,0.02486139770777913,0.19889118166223305,0.04972279541555826,0.0745841931233374,0.02486139770777913,0.17402978395445393,0.29833677249334956,0.09944559083111652,3.082813315764613,0.19889118166223307,0.04972279541555826,0.04972279541555826,0.19889118166223307,0.3480595679089078,0.6712577381100366,0.24861397707779131,0.04972279541555826,0.4723665564478035,0.07458419312333739,0.04972279541555826,0.04972279541555826,0.1740297839544539,0.7458419312333742,0.02486139770777913,0.04972279541555826,0.1740297839544539,0.02486139770777913,,0.42264376103224516,0.04972279541555826,0.0,0.07458419312333739,0.12430698853889566,0.27347537478557044,0.14916838624667478,0.14916838624667478,0.14916838624667478,0.04972279541555826,0.02486139770777913,0.27347537478557044,0.19889118166223307,0.19889118166223305,0.14916838624667478,0.27347537478557044,0.07458419312333739,0.4226437610322452,0.44750515874002433,0.14916838624667478,0.0,0.3231981702011287,0.07458419312333739,0.02486139770777913,0.57181214727892,0.2237525793700122,0.9944559083111654,0.12430698853889566,1.342515476220073,0.5966735449866991,0.4226437610322452,0.22375257937001217,0.09944559083111652,0.04972279541555826,0.27347537478557044,0.04972279541555826,0.3977823633244661,0.04972279541555826,1.4916838624667481,0.09944559083111652,0.8950103174800488,0.19889118166223305,0.0,0.29833677249334956,0.02486139770777913,0.12430698853889566,0.27347537478557044,0.6215349426944784,0.07458419312333739,0.3231981702011287,1.1933470899733984,0.02486139770777913,,0.19889118166223305,0.12430698853889567,0.02486139770777913,0.04972279541555826,0.22375257937001217,0.09944559083111652,0.22375257937001217,0.09944559083111652,0.02486139770777913,0.27347537478557044,0.04972279541555826,0.14916838624667478,0.24861397707779131,0.4723665564478035,0.22375257937001214,0.1491683862466748,0.22375257937001214,0.12430698853889566,7.781617482534869,0.2237525793700122,0.09944559083111652,0.0745841931233374,0.09944559083111652,1.1933470899733982
1980-07,0.03689764593018965,0.4796693970924655,0.5534646889528447,0.18448822965094824,2.841118736624603,2.2876540476717584,0.33207881337170686,2.914914028484983,0.5165670430226551,0.2582835215113276,0.5165670430226551,0.0737952918603793,2.17696110988119,0.0,0.11069293779056896,0.03689764593018965,0.7379529186037931,0.4058741052320862,,0.25828352151132755,0.4427717511622758,0.11069293779056896,0.4796693970924655,0.0,0.40587410523208617,0.9962364401151206,0.03689764593018965,8.301970334292674,0.4796693970924655,0.07379529186037931,0.2582835215113276,0.22138587558113793,0.5534646889528448,1.8448822965094829,0.7010552726736035,0.14759058372075862,0.7748505645339828,0.11069293779056896,0.11069293779056896,0.0,0.18448822965094827,1.512803483137776,0.0,0.0,0.07379529186037931,0.14759058372075862,,0.8855435023245517,0.0,0.14759058372075862,0.03689764593018965,0.11069293779056896,0.22138587558113793,0.2582835215113276,0.22138587558113793,0.18448822965094827,0.07379529186037931,0.0,1.0331340860453104,1.1807246697660692,0.11069293779056896,0.3320788133717068,0.4796693970924654,0.2582835215113276,0.4796693970924655,1.2545199616264484,0.11069293779056896,0.11069293779056896,1.0331340860453102,0.03689764593018965,0.25828352151132755,1.4390081912773969,0.2951811674415172,2.619732861043466,0.5534646889528447,1.6234964209283451,0.8117482104641723,0.40587410523208617,0.3689764593018965,0.0,0.3689764593018965,0.5903623348830344,0.0737952918603793,0.8117482104641722,0.18448822965094827,2.951811674415173,0.07379529186037931,2.8411187366246033,0.2951811674415172,0.0,0.25828352151132755,0.0,0.2582835215113276,0.6272599808132242,0.9224411482547413,0.2582835215113276,0.3689764593018965,1.4759058372075866,0.0,,0.18448822965094827,0.25828352151132755,0.0737952918603793,0.07379529186037931,0.22138587558113793,0.03689764593018965,0.4796693970924655,0.14759058372075862,0.0737952918603793,0.4796693970924655,0.11069293779056896,0.07379529186037931,0.627259980813224,0.4796693970924655,0.07379529186037931,0.5903623348830345,0.44277175116227585,0.22138587558113793,16.456350084864585,0.22138587558113793,0.0,0.25828352151132755,0.29518116744151723,2.988709320345362
1980-08,0.31060034609752857,0.5324577361671917,1.3311443404179792,0.2662288680835959,3.3722323290588814,3.194746417003151,0.6655721702089898,3.283489373031016,0.7986866042507876,0.4880862581532592,0.9761725163065182,0.0887429560278653,2.795403114877757,0.0,0.04437147801393265,0.04437147801393265,0.754315126236855,0.621200692195057,,0.8430580822647202,0.5324577361671918,0.04437147801393265,0.26622886808359586,0.0887429560278653,1.2867728624040466,1.0205439943204508,0.13311443404179796,12.024670541775746,0.6655721702089896,0.13311443404179796,0.5324577361671917,0.4880862581532591,0.9761725163065184,2.262945378710565,0.7543151262368548,1.3755158184319123,2.0410879886409017,0.26622886808359586,0.2662288680835959,0.0887429560278653,0.3993433021253939,3.01726050494742,0.08874295602786529,0.04437147801393265,0.3549718241114612,0.04437147801393265,,1.0649154723343832,0.17748591205573058,0.22185739006966326,0.04437147801393265,0.3993433021253938,1.641744686515508,0.3549718241114612,0.1774859120557306,0.754315126236855,0.621200692195057,0.04437147801393265,0.8430580822647203,0.8430580822647203,0.1774859120557306,0.35497182411146116,1.0205439943204506,0.9318010382925856,0.7543151262368549,1.4642587744597773,0.5324577361671918,0.22185739006966326,2.35168833473843,0.4437147801393265,0.3549718241114612,2.7066601588498918,0.44371478013932647,3.6384611971424774,0.8874295602786528,2.5291742467941614,1.50863025247371,0.754315126236855,0.4880862581532592,0.1774859120557306,1.4642587744597773,1.5530017304876425,0.0887429560278653,1.0205439943204508,0.22185739006966326,3.150374938989218,0.35497182411146116,3.638461197142477,0.6655721702089896,0.08874295602786529,0.4880862581532592,0.0887429560278653,0.5324577361671918,0.7099436482229223,0.9318010382925856,0.13311443404179796,0.7099436482229223,2.396059812752363,0.13311443404179796,,0.3549718241114612,0.6655721702089896,0.17748591205573058,0.35497182411146116,0.3549718241114612,0.13311443404179796,0.9318010382925854,0.3549718241114612,0.3549718241114612,1.0649154723343834,0.22185739006966326,0.26622886808359586,0.5324577361671918,1.3755158184319123,0.5768292141811244,0.26622886808359586,0.6655721702089896,0.3549718241114612,21.076452056618006,0.3993433021253939,0.3106003460975285,0.0887429560278653,0.3993433021253938,3.106003460975286
1980-09,0.1789228842368939,0.29820480706148983,0.7156915369475756,0.0,2.5049203793165145,2.385638456491919,0.6560505755352777,2.5645613407288126,0.5367686527106816,0.3578457684737878,0.7753324983598735,0.23856384564919186,1.8488698037812368,0.0,0.059640961412297966,0.059640961412297966,0.1789228842368939,0.6560505755352777,,0.5964096141229797,0.3578457684737878,0.0,0.41748672988608576,0.059640961412297966,0.7156915369475756,0.29820480706148983,0.0,9.42327190314308,0.41748672988608576,0.059640961412297966,0.1789228842368939,0.5367686527106816,1.0138963440090654,1.550664996719747,0.41748672988608576,0.11928192282459593,0.8946144211844693,0.4771276912983837,0.1789228842368939,0.1789228842368939,0.059640961412297966,1.6699469195443433,0.11928192282459593,0.059640961412297966,0.29820480706148983,0.0,,0.5367686527106816,0.1789228842368939,0.059640961412297966,0.059640961412297966,0.3578457684737878,0.7156915369475756,0.5367686527106816,0.23856384564919186,0.9542553825967675,0.6560505755352775,0.0,0.6560505755352775,0.7156915369475756,0.7156915369475756,0.059640961412297966,0.5367686527106816,0.8946144211844695,2.5049203793165145,1.0735373054213633,0.1789228842368939,0.059640961412297966,1.729587880956641,0.23856384564919186,0.0,1.371742112482853,0.8946144211844695,2.445279417904217,0.23856384564919186,4.174867298860859,0.5964096141229795,1.0138963440090654,0.5964096141229795,0.059640961412297966,0.7156915369475756,1.0138963440090654,0.23856384564919186,0.9542553825967675,0.23856384564919186,2.147074610842727,0.1789228842368939,3.160970954851792,0.41748672988608576,0.0,0.7156915369475756,0.0,0.4771276912983837,0.1789228842368939,0.5367686527106816,0.059640961412297966,0.41748672988608576,3.8170215303870703,0.23856384564919186,,0.8946144211844695,0.5964096141229795,0.11928192282459593,0.5367686527106816,0.6560505755352777,0.1789228842368939,0.6560505755352775,0.11928192282459593,0.23856384564919186,0.7156915369475756,0.29820480706148983,0.29820480706148983,0.3578457684737878,2.0277926880181307,0.23856384564919186,0.3578457684737878,0.41748672988608576,0.5367686527106816,22.72320629808553,0.6560505755352777,0.29820480706148983,0.3578457684737878,0.3578457684737878,2.325997495079621
1980-10,0.07152564194263644,1.0728846291395466,1.4305128388527288,0.21457692582790933,2.6464487518775486,2.574923109934912,1.0013589871969102,2.789500035762821,1.0728846291395464,0.3576282097131822,1.7166154066232746,0.0,2.789500035762821,0.07152564194263644,0.07152564194263644,0.07152564194263644,0.8583077033116372,0.5006794935984551,,0.28610256777054577,0.5006794935984551,0.0,1.645089764680638,0.07152564194263644,0.42915385165581865,1.6450897646806382,0.07152564194263644,12.516987339961377,1.3589871969100922,0.0,0.3576282097131822,0.7152564194263644,0.8583077033116373,3.4332308132465483,1.502038480795365,0.14305128388527288,1.9311923324511837,0.2145769258279093,0.28610256777054577,0.07152564194263644,0.5722051355410915,1.7881410485659108,0.0,0.0,0.7152564194263644,0.07152564194263644,,1.5735641227380015,0.3576282097131822,0.3576282097131821,0.07152564194263644,0.3576282097131822,1.0728846291395466,0.21457692582790933,0.3576282097131822,0.42915385165581865,0.2145769258279093,0.0,2.3603461841070024,2.0742436163364566,0.28610256777054577,0.28610256777054577,0.7152564194263644,0.5006794935984551,0.7152564194263644,2.0742436163364566,0.8583077033116371,0.3576282097131821,1.3589871969100924,0.28610256777054577,0.07152564194263644,3.862384664902368,0.7867820613690008,2.861025677705458,1.3589871969100922,2.6464487518775486,2.074243616336456,0.7867820613690009,0.9298333452542737,0.0,0.2145769258279093,1.5735641227380015,0.0,2.288820542164366,0.14305128388527288,2.7179743938201852,0.21457692582790933,4.148487232672914,0.28610256777054577,0.0,0.7152564194263643,0.07152564194263644,0.643730777483728,1.00135898719691,0.5722051355410915,0.14305128388527288,1.5735641227380017,1.8596666905085473,0.14305128388527288,,0.643730777483728,0.5722051355410915,0.21457692582790933,0.28610256777054577,0.5722051355410914,0.3576282097131822,1.5020384807953653,0.07152564194263644,0.3576282097131822,1.6450897646806382,0.21457692582790933,0.643730777483728,1.3589871969100922,0.8583077033116372,0.42915385165581854,0.9298333452542736,0.42915385165581865,0.14305128388527288,26.75059008654603,0.42915385165581854,0.28610256777054577,0.500679493598455,0.3576282097131822,3.21865388741864
